rsci_uuid,gbif_canonical_name,gbif_uri,Sample Type,Typical Use,gbif_statement,sample_type_pref_label,typical_use_pref_label,materials_pref_labels,READY_natural-synthetic,READY_mixture_type,READY_mixture_note_ratio,READY_mixture_note_technique,READY_comp_pigment_name,READY_comp_pigment_INCOLLECTION,READY_comp_pigement_type,READY_comp_pigment_dim_value,READY_comp_pigment_dim_unit,READY_comp_pigment_dim_type,READY_comp_pigment_dim_note,READY_comp_basemix_INCOLLECTION,READY_comp_basemix_name,READY_comp_basemix_type,READY_comp_basemix_dim_value,READY_comp_basemix_dim_unit,READY_comp_basemix_dim_type,READY_comp_basemix_dim_note,READY_comp1_name,READY_comp1_INCOLLECTION,READY_comp1_type,READY_comp1_dim_value,READY_comp1_dim_unit,READY_comp1_dim_type,READY_comp1_dim_note,READY_comp2_name,READY_comp2_INCOLLECTION,READY_comp2_type,READY_comp2_dim_value,READY_comp2_dim_unit,READY_comp2_dim_type,READY_comp2_dim_note,READY_comp3_name,READY_comp3_INCOLLECTION,READY_comp3_type,READY_comp3_dim_value,READY_comp3_dim_unit,READY_comp3_dim_type,READY_comp3_dim_note
3247e08f-3ff9-4a9c-a94e-f7c7f723b8a0,,,Pigment,Colorant,,pigments,,"[""pigments""]",synthetic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32494947-73f9-421e-8996-ed4f133f6f97,,,"Raw Material - organic (seed, nut, etc.)",Component of Another Category,,raw material - organic,,"[""raw material - organic""]",natural,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
325db954-dcbc-4f11-aa83-cd1192c20953,,,"Paint, acrylic",Colorant,,acrylic paint,,"[""acrylic paint""]",,organic - inorganic mixture,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32712345-9269-4cbb-a18c-553324ea8470,Lysiloma bahamensis,https://www.gbif.org/species/2965833,Wood,Construction Material,Lysiloma bahamensis (https://www.gbif.org/species/2965833),wood (plant material),,"[""wood (plant material)""]",natural,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32749251-3d9f-4228-87ea-b4cce7486caf,,,"Paint, oil-based",Colorant,,oil paint (paint),,"[""oil paint (paint)""]",,organic - inorganic mixture,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32792b4e-a611-4169-8e52-7879d72b13b0,,,Pigment,Colorant,,pigments,,"[""pigments""]",synthetic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
327a5ce3-cd27-42e6-86bb-378f1f3d8e27,,,Wax,Binding Medium,,wax,,"[""wax""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
327d0e6b-9ab5-4e0c-98e0-535e0f0bfd66,,,Wax,Binding Medium,,wax,,"[""wax""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32814e66-1035-458d-b42a-107f9432e769,,,Oil,Vehicle / Solvent,,oil (organic material),,"[""oil (organic material)""]",natural,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
328a0a0d-80c6-4895-97b9-2fd8182f9306,Anodopetalum biglandulosum,https://www.gbif.org/species/3613713,Wood,Construction Material,Anodopetalum biglandulosum (https://www.gbif.org/species/3613713),wood (plant material),,"[""wood (plant material)""]",natural,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
328b246c-d8cf-4b72-bfb8-90142de307e1,,,"Paint, oil-based",Colorant,,oil paint (paint),,"[""oil paint (paint)""]",natural,organic - inorganic mixture,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
328b8159-687b-4974-a6c8-6ca3f0f521fd,,,Film,Photography,,photographic film,,"[""photographic film""]",synthetic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
328cfbf2-1771-4461-956e-819ef490de97,,,Pigment,Colorant,,pigments,,"[""pigments""]",synthetic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
328d6b8a-e2b3-4234-8a1f-8fd1ad9a3c81,,,Raw Material - inorganic,Colorant,,raw material - inorganic,,"[""raw material - inorganic""]",natural,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
329141d7-c19e-44f5-9839-af44b29082ee,Paramachaerium,https://www.gbif.org/species/2959527,Wood,Construction Material,Paramachaerium (https://www.gbif.org/species/2959527),wood (plant material),,"[""wood (plant material)""]",natural,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32932844-03d6-447f-a1f2-aec5288bd204,,,Fabric / Textile,,,textile materials,,"[""textile materials""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3293b400-519f-4fba-9577-cd599360d059,,,"Stone, natural",Other,,natural stone,other material,"[""natural stone""]",natural,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
329b9b0b-8a33-46bf-aa4e-43a850e353f6,,,Pigment,Colorant,,pigments,,"[""pigments""]",synthetic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32a9fe78-9971-4d5f-bd15-60767ddf1817,,,Prepared mixture,,,mixtures (materials),,"[""mixtures (materials)""]",,,,,,,,,,,,defd123e-f80f-4f27-9d4b-fd117ee547b2,(From reference sample: Oil (80) / Glue (20)),base mixture,,,,Base mixture measurement not listed in FileMaker Pro database,,,,,,,,,,,,,,,,,,,,,
32ab821d-74d3-4786-b73c-a250c813b5fe,Albizzia julibrissin,https://www.gbif.org/species/2972985,Wood,Construction Material,Albizzia julibrissin (https://www.gbif.org/species/2972985),wood (plant material),,"[""wood (plant material)""]",natural,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32abfc28-9080-4fe9-8702-ec82168a4e0b,,,Pigment,Colorant,,pigments,,"[""pigments""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32ae5c53-c220-4188-ac7f-792515aa235f,,,Synthetic Resin,Ground / Primer,,synthetic resin,,"[""synthetic resin""]",synthetic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32b67112-bd8e-4fcd-8483-655dcb234e62,,,Pigment,Colorant,,pigments,,"[""pigments""]",synthetic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32bb2b1c-e48c-495c-99c5-75f24c421e7e,,,Wax,Binding Medium,,wax,,"[""wax""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32bb34bc-37c6-4622-9f5a-e1cd2d3b01ed,,,Natural Resin,Binding Medium,,natural resin,,"[""natural resin""]",natural,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32bbb984-9266-4765-9767-dc445456b067,,,,,,,,,,,,,,,,,,,,,,,,,,,Linseed Oil (Kremer Pigmente),,,29.703,Gram,Mass,(No note),Beeswax (Kremer Pigmente),,,0.301,Gram,Mass,(No note),,,,,,,
32bf3baa-183d-4ade-a257-ba423a2e568d,Tabebuia lapacho,https://www.gbif.org/species/4093159,Wood,Construction Material,Tabebuia lapacho (https://www.gbif.org/species/4093159),wood (plant material),,"[""wood (plant material)""]",natural,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32caebaf-70e6-48c1-a8d3-3d8c4a28e95e,,,Pigment,Colorant,,pigments,,"[""pigments""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32ccddd6-d595-49f8-9f90-a5117397614d,,,"Paint, encaustic",Colorant,,encaustic paint,,"[""encaustic paint""]",synthetic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32d1f0b3-ed37-4316-95fe-15f273958639,,,Ink,Colorant,,ink,,"[""ink""]",,organic - inorganic mixture,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32d66ead-f089-47f1-b5ff-e63383e39f47,,,Prepared mixture,,,mixtures (materials),,"[""mixtures (materials)""]",,,,,Lead White (Kremer Pigmente),,colorant,3.096,Gram,Mass,(No note),bc05bd22-6bbe-40e8-b93b-c11fb12f5fc0,(From reference sample: Oil (99.9) / Gum (0.1)),base mixture,4.486,Gram,Mass,(No note),,,,,,,,,,,,,,,,,,,,,
32e4cdc4-cd13-4417-a53b-3209ee29e2e0,,,"Stone, natural",Other,,natural stone,other material,"[""natural stone""]",natural,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32eebb64-a102-4866-ab61-990cb6b1b379,,,Natural Resin,Binding Medium,,natural resin,,"[""natural resin""]",natural,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32ef6fea-bc1c-4e2d-9961-dac1416d5e81,,,"Paint, oil-based",Colorant,,oil paint (paint),,"[""oil paint (paint)""]",,organic - inorganic mixture,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32f6ac75-455d-4c5b-9a9e-a7c0fc16a839,Juglans olanchana,https://www.gbif.org/species/7310526,Wood,Construction Material,Juglans olanchana (https://www.gbif.org/species/7310526),wood (plant material),,"[""wood (plant material)""]",natural,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32fc818d-ec2e-49a4-a468-ff6b6e3c2b9c,,,Prepared mixture,,,mixtures (materials),,"[""mixtures (materials)""]",,,,,,,,,,,,cfe51ce2-f0ea-4357-ba0b-7de1cda0c9b9,(From reference sample: Oil (99.8) / Wax (0.2)),base mixture,,,,Base mixture measurement not listed in FileMaker Pro database,,,,,,,,,,,,,,,,,,,,,
32ff9184-5aa6-458c-94ba-dbbca73b3efe,,,"Raw Material - organic (seed, nut, etc.)",,,raw material - organic,,"[""raw material - organic""]",natural,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
330333be-634a-41a2-9350-5292b8159f02,Sickingia salvadorensis,https://www.gbif.org/species/2894939,Wood,Construction Material,Sickingia salvadorensis (https://www.gbif.org/species/2894939),wood (plant material),,"[""wood (plant material)""]",natural,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
330f0b98-ce5d-4805-a281-a54b89dfa2fd,,,Prepared mixture,,,mixtures (materials),,"[""mixtures (materials)""]",,organic - inorganic mixture,,,Lead White,,colorant,1.548,Gram,Mass,(No note),,,,,,,,Whole Egg,,,1.772,Gram,Mass,(No note),,,,,,,,,,,,,,
33151176-9d29-40f1-89b4-798295bc3daa,,,"Stone, natural",Other,,natural stone,other material,"[""natural stone""]",natural,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
331de357-15ad-4040-8cad-6042c78c0dd4,,,"Stone, natural",Other,,natural stone,other material,"[""natural stone""]",natural,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
331f0f6d-62a4-43a4-871a-2f3ae673bb1e,,,Varnish,Varnish / Protective Coating,,varnish,,"[""varnish""]",,organic - organic mixture,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3320ff57-7af9-4e5d-9a41-8e8d268c1a1f,,,Gum,Binding Medium,,gum (material),,"[""gum (material)""]",natural,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
332b3ef3-53ce-4e96-a882-575a5cab44f9,,,"Stone, natural",Other,,natural stone,other material,"[""natural stone""]",natural,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
332cbb80-efbb-4f27-8d9f-1603d5b4799d,,,Gum,Binding Medium,,gum (material),,"[""gum (material)""]",natural,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3334abab-dad8-4325-a85c-a374c75aecec,,,Protein,Binding Medium,,protein,,"[""protein""]",natural,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33380b6d-5efc-44d8-b626-b38bd8d38403,,,"Stone, natural",Other,,natural stone,other material,"[""natural stone""]",natural,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
333948c7-2168-4d03-bc08-df2a9bc1866a,,,Pigment,Colorant,,pigments,,"[""pigments""]",natural,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3340c425-6931-41aa-90ff-9cb25be50571,,,Natural Resin,Binding Medium,,natural resin,,"[""natural resin""]",natural,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3343c8ae-b36d-43c5-aea0-11a0e8b8b5e2,,,Pigment,Colorant,,pigments,,"[""pigments""]",synthetic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33481d31-464c-4308-b31f-b2926cde0700,,,Pigment,Colorant,,pigments,,"[""pigments""]",synthetic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3349fda6-e59c-4345-b64c-cc31b184b51a,,,Pigment,Colorant,,pigments,,"[""pigments""]",natural,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33508650-b70e-477b-9b85-e865c5bbc6a5,,,,,,,,,,,,,,,,,,,,,,,,,,,Dammar Resin (Kremer Pigmente),,,5.0,Gram,Mass,(No note),Gum Arabic (Kremer Pigmente),,,20.0,Gram,Mass,(No note),,,,,,,
335d924c-7930-4f4c-a0b1-08853ca843e5,,,"Stone, natural",Other,,natural stone,other material,"[""natural stone""]",natural,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
336887a8-90a5-4234-857a-a21c5dc120f9,,,"Stone, natural",Other,,natural stone,other material,"[""natural stone""]",natural,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33701cd5-e5fb-432c-a36f-603e5cb145b4,,,"Stone, natural",Other,,natural stone,other material,"[""natural stone""]",natural,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3374851e-58fa-4612-bc8d-cf6572990bc1,,,"Stone, natural",Other,,natural stone,other material,"[""natural stone""]",natural,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3374be33-1522-4faf-a7aa-9ec018043b29,,,Photographic Paper,Photography,,photographic paper,,"[""photographic paper""]",synthetic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
337bc2e9-1122-4ad0-9adf-fcde66cfee42,,,"Paint, oil-based, water mixable",Colorant,,water miscible oil paint,,"[""water miscible oil paint""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33802191-2439-4921-8597-39e42167e718,,,"Paint, acrylic",Colorant,,acrylic paint,,"[""acrylic paint""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
338953fa-2029-4ace-9170-6b1134b4e958,,,"Paint, acrylic",Colorant,,acrylic paint,,"[""acrylic paint""]",synthetic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
338d5c83-a848-45b5-b030-cad05b54224f,,,"Paint, oil-based, water mixable",Colorant,,water miscible oil paint,,"[""water miscible oil paint""]",synthetic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
338ef396-72d6-42d9-af3d-c2689d1ef142,,,Ink,Colorant,,ink,,"[""ink""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
339183ca-918e-4e64-b3a0-94f9f6f2cddb,,,"Paint, watercolor",Colorant,,watercolor (paint),,"[""watercolor (paint)""]",,organic - organic mixture,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
339695ab-f92f-4f32-9516-7ae9a1cfebca,,,"Paint, other",Colorant,,paint (coating),,"[""paint (coating)""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
339eef47-e7b2-4bf3-a971-4423613a2947,,,Fabric / Textile,,,textile materials,,"[""textile materials""]",natural,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33b11a08-3bee-416f-a310-690b906dbd8b,,,"Paint, oil-based, water mixable",Colorant,,water miscible oil paint,,"[""water miscible oil paint""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33b2952c-da86-4f33-89ab-8f0973f66b38,,,Pigment,Colorant,,pigments,,"[""pigments""]",synthetic,inorganic - inorganic mixture,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33bab853-e06d-45e2-95ce-30851a4a2c3b,,,"Stone, natural",Other,,natural stone,other material,"[""natural stone""]",natural,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33bc7d14-5457-4602-bd2e-a0ed4d75b24d,,,Pigment,Colorant,,pigments,,"[""pigments""]",,inorganic - inorganic mixture,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33c11269-d751-4c39-9783-47382fc61401,,,"Paint, oil-based",Colorant,,oil paint (paint),,"[""oil paint (paint)""]",synthetic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33c1d6b1-18af-4cda-8d39-3b0f8330711c,,,Prepared mixture,,,mixtures (materials),,"[""mixtures (materials)""]",,,,,Vine Black (Kremer Pigmente),,colorant,0.882,Gram,Mass,(No note),b1fa5a81-7691-4eff-a1cf-6e193d2180bf,(From reference sample: Gum (98) / Wax (2.0)),base mixture,5.667,Gram,Mass,(No note),,,,,,,,,,,,,,,,,,,,,
33c2f3a7-a410-42b1-90ce-b147c5c48df6,,,"Stone, natural",Other,,natural stone,other material,"[""natural stone""]",natural,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33c4d3f7-69b8-4536-ac5a-8deeb1153caa,,,"Stone, natural",Other,,natural stone,other material,"[""natural stone""]",natural,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33c9eba7-1c24-472e-bd96-4d989886db19,,,Film,Photography,,photographic film,,"[""photographic film""]",synthetic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33cc5364-f110-49ab-8e60-748a8f64465f,,,"Paint, oil-based, water mixable",Colorant,,water miscible oil paint,,"[""water miscible oil paint""]",synthetic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33dcdcd8-5d21-47b9-8807-a784095662f4,,,Protein,Binding Medium,,protein,,"[""protein""]",natural,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33e0ef97-b972-4516-9dbf-a7ec2931104e,,,"Stone, natural",Other,,natural stone,other material,"[""natural stone""]",natural,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33e43d71-975f-4721-9fe9-7893c0fbe025,,,"Raw Material - organic (seed, nut, etc.)",Textile,,raw material - organic,,"[""raw material - organic""]",natural,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33e43e61-3b8f-4319-aa99-52ada6451e09,,,Pigment,Colorant,,pigments,,"[""pigments""]",natural,inorganic - inorganic mixture,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33e80646-cea7-4780-b454-29d069790acb,,,Pigment,Colorant,,pigments,,"[""pigments""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33e9cc67-6b35-413c-97a1-209397b0438c,,,Oil,Vehicle / Solvent,,oil (organic material),,"[""oil (organic material)""]",natural,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33ef5c70-c304-4067-b18b-717269bf6af7,,,Pigment,Colorant,,pigments,,"[""pigments""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33ef74dd-4a79-42fd-b10c-07a0b3c815cd,,,Prepared mixture,,,mixtures (materials),,"[""mixtures (materials)""]",,,,,Yellow Ochre (Kremer Pigmente),,colorant,2.794,Gram,Mass,(No note),f3d9f260-e31e-46e8-9696-02de1d6deb16,(From reference sample: Oil (0.2) / Wax (99.8)),base mixture,4.64,Gram,Mass,(No note),,,,,,,,,,,,,,,,,,,,,
33f03a33-5bd6-4eb0-b17a-df77f0d1e1bf,,,"Paint, acrylic",Colorant,,acrylic paint,,"[""acrylic paint""]",synthetic,organic - inorganic mixture,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33f11fc9-3bdd-45f9-b876-d73932b17f07,,,,,,,,,,,,,,,,,,,,,,,,,,,Gum Arabic (Kremer Pigmente),,,1.94,Gram,Mass,(No note),Whole Egg,,,0.454,Gram,Mass,(No note),,,,,,,
33f127de-9c92-4a83-90e6-819e6cf42c52,,,Dye,Colorant,,dye,,"[""dye""]",natural,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33f5602b-9b77-4272-91ad-84e663c40ccc,,,"Paint, oil-based, water mixable",Colorant,,water miscible oil paint,,"[""water miscible oil paint""]",,organic - inorganic mixture,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33f5fbfa-a5f3-41cb-b449-2a67b40251e5,,,"Paint, acrylic",Colorant,,acrylic paint,,"[""acrylic paint""]",synthetic,multi-component mixture,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33ff594f-f131-4015-838a-d029d303515e,,,Prepared mixture,,,mixtures (materials),,"[""mixtures (materials)""]",,organic - inorganic mixture,,Mixture prepared with turpentine,(From reference sample: Flake White),7bd4ec43-a2ed-4185-9c90-4c0ab24b836f,colorant,,,,Pigment measurement not listed in FileMaker Pro database,,,,,,,,"(From reference sample: Walnut Oil, cold-pressed)",e8d95adc-d53b-4167-8d3d-fc8b5858a45d,,,,,Measurement not listed in FileMaker Pro database,,,,,,,,,,,,,,
34057a08-4af3-42af-a118-e26515f0cf3a,,,"Stone, natural",Other,,natural stone,other material,"[""natural stone""]",natural,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3406101f-ffde-4484-a494-46bdc2618e1e,,,Photographic Paper,Photography,,photographic paper,,"[""photographic paper""]",synthetic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34095b45-b2f9-406b-bb81-130324493cac,,,"Stone, natural",Other,,natural stone,other material,"[""natural stone""]",natural,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
340a390d-05cd-44a2-895f-ef5cb937ffaf,,,Pigment,Colorant,,pigments,,"[""pigments""]",natural,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
340e99f5-31ae-4f7e-9355-49e290bc7e68,,,Photographic Paper,Photography,,photographic paper,,"[""photographic paper""]",synthetic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
340f1995-f091-40f9-af0c-0bd3f70221df,,,"Paint, watercolor",Colorant,,watercolor (paint),,"[""watercolor (paint)""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3410adc8-51fd-4e6f-ab8a-d324960e48c1,,,"Paint, encaustic",Colorant,,encaustic paint,,"[""encaustic paint""]",synthetic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34161770-7b72-4511-b60f-4509dda7864d,,,"Stone, natural",Other,,natural stone,other material,"[""natural stone""]",natural,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
341cf4d8-0853-428d-9a11-391a57b1e0b1,,,Pigment,Colorant,,pigments,,"[""pigments""]",synthetic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
342034a4-71a9-4260-9d0d-fc61290e0f5d,,,Pigment,Colorant,,pigments,,"[""pigments""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34218b33-2fc9-4d6e-bc96-f0290410f2d7,,,Prepared mixture,,,mixtures (materials),,"[""mixtures (materials)""]",,,,,Lead White (Kremer Pigmente),,colorant,17.975,Gram,Mass,(No note),633de179-78fb-401d-a574-5f3bfb509c11,(From reference sample: Gum (2.0) / Egg (98)),base mixture,26.451,Gram,Mass,(No note),,,,,,,,,,,,,,,,,,,,,
3428f804-d154-446a-a839-beb4c1ce3928,,,"Stone, natural",Other,,natural stone,other material,"[""natural stone""]",natural,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
342bdfcd-c3d1-4f21-988e-64c0f53a6e44,,,Dye,Colorant,,dye,,"[""dye""]",natural,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
342ee1a6-8e95-4f84-a0c3-1ae3fae02ca1,,,Film,Photography,,photographic film,,"[""photographic film""]",synthetic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3433407c-3fa6-4643-9e6e-db8e566bfa1d,,,"Paint, encaustic",Colorant,,encaustic paint,,"[""encaustic paint""]",synthetic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34356f0b-5360-487b-b60e-82a25a001408,,,,,,,,,,,,Mixture prepared with 5 g of turpentine and 170 g of water,,,,,,,,,,,,,,,Rabbit Skin Glue (Kremer Pigmente),,,23.75,Gram,Mass,(No note),Beeswax (Kremer Pigmente),,,1.25,Gram,Mass,(No note),,,,,,,
3435d4be-fa0b-453a-af89-6219fc04c73b,,,Gum,Binding Medium,,gum (material),,"[""gum (material)""]",natural,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3437eac0-62f0-43cb-bbe0-6b62cef1e8bb,,,Prepared mixture,,,mixtures (materials),,"[""mixtures (materials)""]",,,,Mixture prepared with solvent,Lead White (Kremer Pigmente),,colorant,2.696,Gram,Mass,(No note),a2097c75-9585-4837-8e8d-501e070e9126,(From reference sample: Oil (80) / Resin (20)),base mixture,4.37,Gram,Mass,(No note),,,,,,,,,,,,,,,,,,,,,
343b764e-5fa1-4c13-88e5-bce18740e995,,,Photographic Paper,Photography,,photographic paper,,"[""photographic paper""]",synthetic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
343d50a7-0076-4d66-b4f7-3602f75a333b,,,Prepared mixture,,,mixtures (materials),,"[""mixtures (materials)""]",,,,Mixture prepared with solvent,Yellow Ochre (Kremer Pigmente),,colorant,0.873,Gram,Mass,(No note),e58cf498-f0a6-481a-8240-48f38cbac89a,(From reference sample: Glue (2.0) / Wax (98)),base mixture,7.538,Gram,Mass,(No note),,,,,,,,,,,,,,,,,,,,,
343e08e3-5458-415f-84d9-7a36c6f0c7f9,,,Fabric / Textile,,,textile materials,,"[""textile materials""]",synthetic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3442fffc-0ace-4056-81a6-a195ec475be8,,,Prepared mixture,,,mixtures (materials),,"[""mixtures (materials)""]",,,,,,,,,,,,3c56e374-b57b-4ecc-81aa-cdc2c4c3cdbb,(From reference sample: Gum (99.9) / Wax (0.1)),base mixture,,,,Base mixture measurement not listed in FileMaker Pro database,,,,,,,,,,,,,,,,,,,,,
34448d91-acb8-4723-88d8-c2328defcc20,,,Oil,Vehicle / Solvent,,oil (organic material),,"[""oil (organic material)""]",natural,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34470dd6-0466-4b8e-9a35-0415c56bed23,,,"Raw Material - organic (seed, nut, etc.)",Colorant,,raw material - organic,,"[""raw material - organic""]",natural,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
344f3832-2791-4846-800f-5d8411f2bf80,,,Oil,Vehicle / Solvent,,oil (organic material),,"[""oil (organic material)""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34563efc-c96e-4366-a702-5685c53c96d8,,,Pigment,Colorant,,pigments,,"[""pigments""]",synthetic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
345c683d-f974-4e20-9155-3e83b4d9e075,,,Pigment,Colorant,,pigments,,"[""pigments""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
