rsci_uuid,gbif_canonical_name,gbif_uri,Sample Type,Typical Use,gbif_statement,sample_type_pref_label,typical_use_pref_label,materials_pref_labels,READY_natural-synthetic,READY_mixture_type,READY_mixture_note_ratio,READY_mixture_note_technique,READY_comp_pigment_name,READY_comp_pigment_INCOLLECTION,READY_comp_pigement_type,READY_comp_pigment_dim_value,READY_comp_pigment_dim_unit,READY_comp_pigment_dim_type,READY_comp_pigment_dim_note,READY_comp_basemix_INCOLLECTION,READY_comp_basemix_name,READY_comp_basemix_type,READY_comp_basemix_dim_value,READY_comp_basemix_dim_unit,READY_comp_basemix_dim_type,READY_comp_basemix_dim_note,READY_comp1_name,READY_comp1_INCOLLECTION,READY_comp1_type,READY_comp1_dim_value,READY_comp1_dim_unit,READY_comp1_dim_type,READY_comp1_dim_note,READY_comp2_name,READY_comp2_INCOLLECTION,READY_comp2_type,READY_comp2_dim_value,READY_comp2_dim_unit,READY_comp2_dim_type,READY_comp2_dim_note,READY_comp3_name,READY_comp3_INCOLLECTION,READY_comp3_type,READY_comp3_dim_value,READY_comp3_dim_unit,READY_comp3_dim_type,READY_comp3_dim_note
306f4378-8e95-4b3f-a305-b5aa2f6dcc7c,,,Fabric / Textile,,,textile materials,,"[""textile materials""]",synthetic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30730758-79f4-409d-8a53-c72ed3391df3,,,,,,,,,,,,,,,,,,,,,,,,,,,Linseed Oil (Kremer Pigmente),,,0.705,Gram,Mass,(No note),Rabbit Skin Glue (Kremer Pigmente),,,0.696,Gram,Mass,(No note),,,,,,,
307338a1-a016-4e71-adcd-7c670b55942b,,,Gum,Binding Medium,,gum (material),,"[""gum (material)""]",natural,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
307bf580-6491-4ac9-a6bb-99d8f514c784,,,Prepared mixture,,,mixtures (materials),,"[""mixtures (materials)""]",,,,,,,,,,,,1f9d8e83-8e01-420b-a969-5d8b5ed23acc,(From reference sample: Poppy Oil (80) / Linseed Oil (20) + Vine Black),base mixture with colorant,,,,Measurement not listed in FileMaker Pro database,,,,,,,,,,,,,,,,,,,,,
307c01ed-b6c5-4e52-ad37-cf4fe314af2a,,,Other,,,other material,,"[""other material""]",natural,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30834177-1b58-4913-aa5c-6cba704b1563,,,Prepared mixture,,,mixtures (materials),,"[""mixtures (materials)""]",,,,Mixture prepared with solvent,Lead White (Kremer Pigmente),,colorant,1.338,Gram,Mass,(No note),3b6b7de3-6b52-4ce9-bc0e-914f92e18217,(From reference sample: Resin (99.8) / Glue (0.2)),base mixture,8.276,Gram,Mass,(No note),,,,,,,,,,,,,,,,,,,,,
30837e2d-244e-46df-9d7c-10ee42c27ae1,,,"Paint, oil-based, water mixable",Colorant,,water miscible oil paint,,"[""water miscible oil paint""]",synthetic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30879ab7-0e56-4a4e-b5cb-2512e207f266,,,Raw Material - inorganic,,,raw material - inorganic,,"[""raw material - inorganic""]",natural,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
308853b8-45bd-40be-b836-00cef1005d35,,,Photographic Paper,Photography,,photographic paper,,"[""photographic paper""]",synthetic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3089fd46-a10c-4cb4-80c8-3c58b255eebe,,,Synthetic Resin,Varnish / Protective Coating,,synthetic resin,,"[""synthetic resin""]",synthetic,organic - organic mixture,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
308ba6ac-e161-4ac5-ba7e-0c3b7b71e038,,,Synthetic Resin,Component of Another Category,,synthetic resin,,"[""synthetic resin""]",synthetic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
308d2384-14a8-4572-bf38-615d60473217,,,Fabric / Textile,,,textile materials,,"[""textile materials""]",synthetic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
308e5fed-5790-4ca8-9c90-163b76b31007,,,Prepared mixture,,,mixtures (materials),,"[""mixtures (materials)""]",,,,,,,,,,,,235fc70f-1cf7-4441-a405-7e12d115a8d1,(From reference sample: Oil (50) / Egg (50)),base mixture,,,,Base mixture measurement not listed in FileMaker Pro database,,,,,,,,,,,,,,,,,,,,,
3094aa9a-1b9d-4a1a-b884-9f33ea001891,,,Wood,Construction Material,,wood (plant material),,"[""wood (plant material)""]",natural,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30954b13-5503-4dec-b8dd-5127f6cb17a7,,,Pigment,Colorant,,pigments,,"[""pigments""]",synthetic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30956ab6-8228-4f20-b5af-6178fd5c284b,,,Pigment,Colorant,,pigments,,"[""pigments""]",synthetic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30965cde-5513-4f44-a249-a9fadd77ca74,,,"Stone, natural",Other,,natural stone,other material,"[""natural stone""]",natural,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3097f7b9-2858-4208-82f6-9c60a3479b77,,,Pigment,Colorant,,pigments,,"[""pigments""]",synthetic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
309dc1d8-b935-4683-9538-24e45d81c88c,,,"Paint, acrylic",Colorant,,acrylic paint,,"[""acrylic paint""]",synthetic,organic - inorganic mixture,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
309e5a4f-30ff-4a41-a013-6bfa4633da96,,,"Paint, acrylic",Colorant,,acrylic paint,,"[""acrylic paint""]",synthetic,organic - organic mixture,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30a04511-88f2-4bdc-96f5-a1c107d9f9ef,,,Prepared mixture,,,mixtures (materials),,"[""mixtures (materials)""]",,,,,Yellow Ochre (Kremer Pigmente),,colorant,1.481,Gram,Mass,(No note),3fce881c-67f6-48b5-9eac-8f1b6577020c,(From reference sample: Oil (1.0) / Egg (99)),base mixture,4.6,Gram,Mass,(No note),,,,,,,,,,,,,,,,,,,,,
30a0eb12-76f3-4b14-846b-b03a54c7300b,Parthenocissus quinquefolia,https://www.gbif.org/species/3039194,Wood,Construction Material,Parthenocissus quinquefolia (https://www.gbif.org/species/3039194),wood (plant material),,"[""wood (plant material)""]",natural,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30a1840e-daed-494f-8429-83d9408171c4,,,"Stone, natural",Other,,natural stone,other material,"[""natural stone""]",natural,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30a3be11-a71f-4dd7-9448-238102f15d79,,,Dye,Colorant,,dye,,"[""dye""]",natural,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30ab9694-685b-4de5-be52-cdc11188336f,,,Fabric / Textile,,,textile materials,,"[""textile materials""]",natural,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30ab9c39-9800-41b1-9a8c-da2c5edacc3a,,,"Stone, natural",Construction Material,,natural stone,,"[""natural stone""]",natural,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30ac5171-bf9f-418c-a267-7fe1dc7aa0c9,,,Pigment,Colorant,,pigments,,"[""pigments""]",natural,multi-component mixture,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30afcc7d-de05-4f6b-bebf-f259e902241a,,,"Stone, natural",Other,,natural stone,other material,"[""natural stone""]",natural,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30b38e66-2da4-4878-9a02-3c443a2b4c58,,,"Paint, oil-based, water mixable",Colorant,,water miscible oil paint,,"[""water miscible oil paint""]",synthetic,multi-component mixture,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30b427a2-1629-4a5e-8ccc-745122c4c86f,,,"Stone, natural",Other,,natural stone,other material,"[""natural stone""]",natural,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30b55d69-5d78-40d3-8848-41c45f6bf9a4,,,"Paint, watercolor",Colorant,,watercolor (paint),,"[""watercolor (paint)""]",,organic - inorganic mixture,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30b76ab8-b4d8-4bc2-98f9-d450baee07dd,,,Natural Resin,Binding Medium,,natural resin,,"[""natural resin""]",natural,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30b9f3d1-55dc-4cb0-be47-b5a3db36a630,,,Pigment,Colorant,,pigments,,"[""pigments""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30bed461-5cce-4100-b0b8-e4a37fe3cc24,,,"Paint, oil-based, water mixable",Colorant,,water miscible oil paint,,"[""water miscible oil paint""]",,organic - inorganic mixture,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30c30673-14e7-4e0f-a3bc-a28e379da865,,,Prepared mixture,,,mixtures (materials),,"[""mixtures (materials)""]",,,,,Lead White (Kremer Pigmente),,colorant,5.29,Gram,Mass,(No note),baf4a623-6f3e-4e9e-ac68-7e6f270f787f,(From reference sample: Resin (5.0) / Gum (95)),base mixture,5.374,Gram,Mass,(No note),,,,,,,,,,,,,,,,,,,,,
30c6075d-cd6f-4163-a5c0-eac688f9fe37,,,Prepared mixture,,,mixtures (materials),,"[""mixtures (materials)""]",,,,Mixture prepared with solvent,Lead White (Kremer Pigmente),,colorant,1.128,Gram,Mass,(No note),a27acf6a-b4e7-455a-8ae3-1c98451cea07,(From reference sample: Resin (99.9) / Glue (0.1)),base mixture,4.98,Gram,Mass,(No note),,,,,,,,,,,,,,,,,,,,,
30c67bd9-a18d-422c-9c1d-b7712fb938a8,,,"Stone, natural",Other,,natural stone,other material,"[""natural stone""]",natural,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30ce98f5-1cd5-44eb-8353-dae8fee53638,,,Pigment,Colorant,,pigments,,"[""pigments""]",synthetic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30d0db3a-c5ee-4ea6-aab9-96ff8ed0462b,,,"Stone, natural",Other,,natural stone,other material,"[""natural stone""]",natural,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30d57243-32ab-4b7d-9271-040618350ddf,,,"Paint, gouache",Colorant,,gouache (paint),,"[""gouache (paint)""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30d71c2c-f028-4a18-9338-4a8d8f8198bd,,,"Stone, natural",Other,,natural stone,other material,"[""natural stone""]",natural,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30d724b2-8d7f-4ec0-9386-07c3eb2eee24,,,"Stone, natural",Other,,natural stone,other material,"[""natural stone""]",natural,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30d9340d-df7d-42e3-8d4f-a731ff6140e7,,,Pigment,Colorant,,pigments,,"[""pigments""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30df575a-9634-421a-9464-88b905beced2,,,"Stone, natural",Other,,natural stone,other material,"[""natural stone""]",natural,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30e082e0-8d63-4caf-b213-1fb81183741d,,,Pigment,Colorant,,pigments,,"[""pigments""]",natural,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30e3da92-ad9d-4c38-a135-fbd24357bd80,,,"Stone, natural",Other,,natural stone,other material,"[""natural stone""]",natural,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30e60a70-e5f8-4bcf-acd6-0455aec8dc2b,,,"Stone, natural",Other,,natural stone,other material,"[""natural stone""]",natural,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30e840f7-a3fd-4c08-8f0e-21fcbefa36c4,,,"Stone, natural",Construction Material,,natural stone,,"[""natural stone""]",natural,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30f158b2-46ef-4b7c-9b1c-27f55c101bda,,,"Stone, natural",Other,,natural stone,other material,"[""natural stone""]",natural,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30f16724-14d9-4512-b10e-f3853c763d00,,,Varnish,Varnish / Protective Coating,,varnish,,"[""varnish""]",,organic - organic mixture,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30f7e84d-e69c-48d6-8b7f-d9222105b339,,,Oleoresin / Balsam,Component of Another Category,,balsam (resin),,"[""balsam (resin)""]",natural,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30f9f807-6fc4-41b6-a4c9-f0ba5c318f67,,,Protein,Binding Medium,,protein,,"[""protein""]",natural,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30fb5511-59bc-402d-b352-3ea56b6ffc52,,,Photographic Paper,Photography,,photographic paper,,"[""photographic paper""]",synthetic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30fb92ea-0c50-47f8-a9c4-e1731d80952d,,,Film,Photography,,photographic film,,"[""photographic film""]",synthetic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31055114-da60-4b1c-b697-733c0f7678ed,,,Oil,,,oil (organic material),,"[""oil (organic material)""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3109b2a7-f8ec-4843-8929-49c704bdb68c,,,"Stone, natural",Other,,natural stone,other material,"[""natural stone""]",natural,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3112d8b0-cd67-4f09-bd0f-d43b3cb92edd,,,Prepared mixture,,,mixtures (materials),,"[""mixtures (materials)""]",,organic - inorganic mixture,,Mixture prepared with turpentine,"(From reference sample: Umber, natural)",500d0a20-66a9-4cb6-abf4-68ebcd19d85d,colorant,,,,Pigment measurement not listed in FileMaker Pro database,,,,,,,,"(From reference sample: Linseed Oil, sun-thickened)",9aad550d-d269-499f-98eb-ae0afebda6e7,,,,,Measurement not listed in FileMaker Pro database,,,,,,,,,,,,,,
3113e652-0310-4faa-a452-d93753027a4a,,,"Paint, oil-based, water mixable",Colorant,,water miscible oil paint,,"[""water miscible oil paint""]",synthetic,organic - inorganic mixture,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3116a7e2-60d1-4ca7-bd26-dc6d44b54888,,,"Stone, natural",Other,,natural stone,other material,"[""natural stone""]",natural,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
311dabb5-ec62-4c4c-96e8-0bfc4b4d9ab1,Rhus copallina,https://www.gbif.org/species/3190557,Wood,Construction Material,Rhus copallina (https://www.gbif.org/species/3190557),wood (plant material),,"[""wood (plant material)""]",natural,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
312514db-a93f-4012-9ddc-318fc877b1e4,,,Wood,Construction Material,,wood (plant material),,"[""wood (plant material)""]",natural,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31255343-3c69-4369-8ab3-0f93b392dcbf,,,Dye,Colorant,,dye,,"[""dye""]",synthetic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3129c703-7e52-4b94-ace4-5dc086ddfad3,,,Pigment,Colorant,,pigments,,"[""pigments""]",natural,multi-component mixture,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
312a31c1-6cdd-403b-8ca9-2cd14517704a,,,"Paint, watercolor",Colorant,,watercolor (paint),,"[""watercolor (paint)""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31335090-e081-438e-ab42-48f8310080ff,,,Prepared mixture,,,mixtures (materials),,"[""mixtures (materials)""]",,,,,Lead White (Kremer Pigmente),,colorant,2.14,Gram,Mass,(No note),ccbd5552-3d03-4b28-b9cd-485b809dd889,(From reference sample: Glue (0.2) / Egg (99.8)),base mixture,7.203,Gram,Mass,(No note),,,,,,,,,,,,,,,,,,,,,
3134624c-f023-4719-a18f-d3a3b86eba28,,,Pigment,Colorant,,pigments,,"[""pigments""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31454bc2-0c1b-48f4-94e6-3dee3a045018,,,Pigment,Colorant,,pigments,,"[""pigments""]",synthetic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
314a90bc-19bb-46fc-aea5-300dd80e3b90,,,"Stone, natural",Other,,natural stone,other material,"[""natural stone""]",natural,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
314e2c56-7aa2-41fe-a068-71f62c591a21,,,"Stone, natural",Other,,natural stone,other material,"[""natural stone""]",natural,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31507140-cff9-4523-b59d-945fe1e600c0,,,"Stone, natural",Other,,natural stone,other material,"[""natural stone""]",natural,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3154c7d0-5743-426b-90a4-8d2bed52b27c,,,"Stone, natural",Other,,natural stone,other material,"[""natural stone""]",natural,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3157803d-ec0b-4b92-9761-1c69da995ba0,,,"Stone, natural",Other,,natural stone,other material,"[""natural stone""]",natural,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
316d90ee-7d0e-47f0-9895-0a4b7a8dd1ba,,,"Stone, natural",Other,,natural stone,other material,"[""natural stone""]",natural,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3179b1ed-6c2e-4478-b4e5-4e5a5a440c74,Ochroma lagopus,https://www.gbif.org/species/3152241,Wood,Construction Material,Ochroma lagopus (https://www.gbif.org/species/3152241),wood (plant material),,"[""wood (plant material)""]",natural,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
317c83b1-d586-4139-8968-a6829a335e55,,,"Stone, natural",Other,,natural stone,other material,"[""natural stone""]",natural,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
317f9b0f-a7e0-4399-ac06-471e6ca1497d,,,"Stone, natural",Other,,natural stone,other material,"[""natural stone""]",natural,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
317fca23-29fc-425c-aefa-35634249c5a8,,,"Stone, natural",Other,,natural stone,other material,"[""natural stone""]",natural,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3181678d-079b-401b-8525-fd8a20f22618,,,Protein,Binding Medium,,protein,,"[""protein""]",natural,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3183c661-6b22-43f4-bc5e-5c371d051474,,,Pigment,Colorant,,pigments,,"[""pigments""]",synthetic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
318c9b50-9c7b-44c4-8d6c-6b40cd4e0ee6,,,"Stone, natural",Other,,natural stone,other material,"[""natural stone""]",natural,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31926005-36d8-49dc-b86e-3ad451c88543,,,"Paint, acrylic",Colorant,,acrylic paint,,"[""acrylic paint""]",synthetic,organic - inorganic mixture,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3192dbe5-a0a0-4b9e-855a-2f70aea43acf,,,"Stone, natural",Other,,natural stone,other material,"[""natural stone""]",natural,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31988caa-0060-41bb-abb8-8533a45da8b3,,,Oil,Vehicle / Solvent,,oil (organic material),,"[""oil (organic material)""]",natural,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
319b1b42-9283-428a-bba4-c79eaa08f165,,,"Paint, other",Colorant,,paint (coating),,"[""paint (coating)""]",,organic - organic mixture,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
319fad64-d148-4bf3-9560-ebf087a9df83,,,Photographic Paper,Photography,,photographic paper,,"[""photographic paper""]",synthetic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31a3dda6-04b7-4a6d-a001-65f952d3e53b,,,"Paint, encaustic",Colorant,,encaustic paint,,"[""encaustic paint""]",synthetic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31a6522d-7f52-4d88-8c7d-36e9e05ab48c,Quercus ellipsoidalis,https://www.gbif.org/species/2879276,Wood,Construction Material,Quercus ellipsoidalis (https://www.gbif.org/species/2879276),wood (plant material),,"[""wood (plant material)""]",natural,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31ac7524-6ee6-4019-aa14-31fdc79374a1,,,Synthetic Resin,Component of Another Category,,synthetic resin,,"[""synthetic resin""]",synthetic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31acdc9d-8aad-4110-8f8f-c079ca977221,,,Pigment,Colorant,,pigments,,"[""pigments""]",natural,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31b10b49-c1ff-48f1-9d52-f749a3ce2b34,,,Pigment,Colorant,,pigments,,"[""pigments""]",natural,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31b11968-b6e5-495e-b09c-019e3f8b5251,,,Pigment,Colorant,,pigments,,"[""pigments""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31b601cb-b2e1-48b4-9bf3-091b26e254b1,,,"Paint, other",Colorant,,paint (coating),,"[""paint (coating)""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31d0260c-5f0d-49c8-b607-bd05582acf6e,,,Synthetic Resin,Component of Another Category,,synthetic resin,,"[""synthetic resin""]",synthetic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31dcbe9b-706c-499e-9cab-ece4df5e324d,,,Dye,Colorant,,dye,,"[""dye""]",natural,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31ddd75b-f8c6-45e6-92bf-ca6f6ea33d5a,,,"Stone, natural",Other,,natural stone,other material,"[""natural stone""]",natural,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31e06e21-6573-409a-a806-8edda69a1fdd,,,"Paint, oil-based",Colorant,,oil paint (paint),,"[""oil paint (paint)""]",,organic - inorganic mixture,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31e0bdc0-7e91-493c-a16b-81a6b5d83411,,,Dye,Colorant,,dye,,"[""dye""]",natural,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31e4c6bf-1fb4-4c6e-88df-84ef041e8566,,,Prepared mixture,,,mixtures (materials),,"[""mixtures (materials)""]",,,,,Lead White (Kremer Pigmente),,colorant,6.117,Gram,Mass,(No note),29d19310-4e3c-4f7d-9661-7edf189dc054,(From reference sample: Resin (0.1) / Gum (99.9)),base mixture,4.647,Gram,Mass,(No note),,,,,,,,,,,,,,,,,,,,,
31e61083-5c26-4466-a9b6-f20f8c1f9441,,,Pigment,Colorant,,pigments,,"[""pigments""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31efb23e-fd03-4806-a8a7-bcba030fee87,,,"Paint, oil-based, water mixable",Colorant,,water miscible oil paint,,"[""water miscible oil paint""]",synthetic,organic - inorganic mixture,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31fc56d9-ec85-4319-8a4e-721429fa9623,,,Prepared mixture,,,mixtures (materials),,"[""mixtures (materials)""]",,,,Mixture prepared with solvent,Lead White (Kremer Pigmente),,colorant,5.104,Gram,Mass,(No note),c534dd8f-9d2b-4b01-bb58-4b68d76c9730,(From reference sample: Resin (99) / Egg (1.0)),base mixture,2.969,Gram,Mass,(No note),,,,,,,,,,,,,,,,,,,,,
32007c5c-601d-46e8-a312-29e712cef7b4,,,Pigment,Colorant,,pigments,,"[""pigments""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32010470-2f6f-4b26-8344-69990a86e70a,,,Pigment,Colorant,,pigments,,"[""pigments""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
320178ed-4f35-4cf4-9ad6-48f6889be628,,,Protein,Binding Medium,,protein,,"[""protein""]",natural,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
320f5ec8-de21-4b34-b449-1e2abd873bc6,,,,,,,,,,,,,,,,,,,,,,,,,,,Gum Arabic (Kremer Pigmente),,,14.892,Gram,Mass,(No note),Whole Egg,,,0.302,Gram,Mass,(No note),,,,,,,
3212357f-183d-4e6f-ba0f-9bdd2b7984b0,,,"Paint, watercolor",Colorant,,watercolor (paint),,"[""watercolor (paint)""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
321510c5-59bf-47d9-a2f9-79cf54c1879c,,,Prepared mixture,,,mixtures (materials),,"[""mixtures (materials)""]",,,,Mixture prepared with solvent,Yellow Ochre (Kremer Pigmente),,colorant,3.289,Gram,Mass,(No note),b11144bc-1653-40ba-83bb-c1aba45eb197,(From reference sample: Resin (95) / Egg (5.0)),base mixture,5.861,Gram,Mass,(No note),,,,,,,,,,,,,,,,,,,,,
32153e9f-0b46-4175-900b-7bf0ad1515d1,,,Photographic Paper,Photography,,photographic paper,,"[""photographic paper""]",synthetic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3217a8bd-0cf6-4181-bf1b-be0f6f9627fb,,,"Stone, natural",Other,,natural stone,other material,"[""natural stone""]",natural,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
321bea04-9015-4e29-af1c-7f0e30c2bc63,,,"Stone, natural",Other,,natural stone,other material,"[""natural stone""]",natural,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
321d9ba7-4791-408c-bdcc-05e9ca1dab7f,,,"Stone, natural",Other,,natural stone,other material,"[""natural stone""]",natural,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
321f3359-6d57-4f7c-8e6c-9f03406e6f31,,,Dye,Colorant,,dye,,"[""dye""]",natural,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
321f462a-80d1-4b4a-86e8-53f1e7d7d329,,,Gum,Binding Medium,,gum (material),,"[""gum (material)""]",natural,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32245f8a-4bcd-435b-8c09-2c49fcb337c8,,,"Stone, natural",Other,,natural stone,other material,"[""natural stone""]",natural,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32377df2-a0fc-478c-abbf-8ea3b8be5708,,,"Paint, oil-based, water mixable",Colorant,,water miscible oil paint,,"[""water miscible oil paint""]",synthetic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
323a8b16-961a-431b-a5ba-d76de1a1720b,,,Prepared mixture,,,mixtures (materials),,"[""mixtures (materials)""]",,,,,Verdigris,,colorant,,,,Pigment measurement not listed in FileMaker Pro database,,,,,,,,Linseed Stand Oil,,,,,,Measurement not listed in FileMaker Pro database,,,,,,,,,,,,,,
323dd9cd-a1bf-44f9-b787-561a3ac6a878,,,"Stone, natural",Other,,natural stone,other material,"[""natural stone""]",natural,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
