rsci_uuid,Chemical Name,Mixture Type,Sample Type,Typical Use,sample_type_value_uuid,typical_use_value_uuid,mixture_type_value_uuid,mixture_type_pref_label,sample_type_pref_label,typical_use_pref_label,mixture_type_value_uuids,object_type_value_uuids
6b43981c-b6d4-472a-a40a-69be61bef4da,,,Gum,Binding Medium,e677c3df-0cdb-47a4-bc73-b34456670e6e,,,,gum (material),,,"[""e677c3df-0cdb-47a4-bc73-b34456670e6e""]"
5b8ceff0-5a46-4d59-8a0d-55faa0e6dcb4,,,Gum,Binding Medium,e677c3df-0cdb-47a4-bc73-b34456670e6e,,,,gum (material),,,"[""e677c3df-0cdb-47a4-bc73-b34456670e6e""]"
bbb5ea48-6324-46fe-987d-0c3a01fa6369,,,Gum,Binding Medium,e677c3df-0cdb-47a4-bc73-b34456670e6e,,,,gum (material),,,"[""e677c3df-0cdb-47a4-bc73-b34456670e6e""]"
48b29e45-7e5d-4c6d-9ee4-c74d0648e4cf,,,Gum,Binding Medium,e677c3df-0cdb-47a4-bc73-b34456670e6e,,,,gum (material),,,"[""e677c3df-0cdb-47a4-bc73-b34456670e6e""]"
ba1d40b4-6fa3-4747-9917-1fd7c192ff8b,,,Gum,Binding Medium,e677c3df-0cdb-47a4-bc73-b34456670e6e,,,,gum (material),,,"[""e677c3df-0cdb-47a4-bc73-b34456670e6e""]"
87be4de3-d882-4d43-8b4a-b54f0d15b297,,,Gum,Binding Medium,e677c3df-0cdb-47a4-bc73-b34456670e6e,,,,gum (material),,,"[""e677c3df-0cdb-47a4-bc73-b34456670e6e""]"
b0ca2310-cb15-42f6-8b76-1115829c13a7,,,Gum,Binding Medium,e677c3df-0cdb-47a4-bc73-b34456670e6e,,,,gum (material),,,"[""e677c3df-0cdb-47a4-bc73-b34456670e6e""]"
cc26d30c-e23b-417a-a599-5fe07c19920e,"Contains L-Arabinosis, D-Galactosis, L-Rhamnosis and D-Glucoronic acid in the ratio 3:3:1:1",,Gum,Binding Medium,e677c3df-0cdb-47a4-bc73-b34456670e6e,,,,gum (material),,,"[""e677c3df-0cdb-47a4-bc73-b34456670e6e""]"
1245abab-b4ce-4a3d-b5ab-66ea65f9e7d7,,,Gum,Binding Medium,e677c3df-0cdb-47a4-bc73-b34456670e6e,,,,gum (material),,,"[""e677c3df-0cdb-47a4-bc73-b34456670e6e""]"
eee422b5-319a-46d2-bba5-16e23acfa9a5,,,Gum,Binding Medium,e677c3df-0cdb-47a4-bc73-b34456670e6e,,,,gum (material),,,"[""e677c3df-0cdb-47a4-bc73-b34456670e6e""]"
1891c3f4-e7a3-4e89-b4a0-ddc399803793,,,Gum,Binding Medium,e677c3df-0cdb-47a4-bc73-b34456670e6e,,,,gum (material),,,"[""e677c3df-0cdb-47a4-bc73-b34456670e6e""]"
cb71e800-6eb1-4d59-9769-9a4a5a61cb3c,,,Gum,Binding Medium,e677c3df-0cdb-47a4-bc73-b34456670e6e,,,,gum (material),,,"[""e677c3df-0cdb-47a4-bc73-b34456670e6e""]"
bdbcdfde-ae5e-4591-bb75-7027eac356c5,,,Gum,Binding Medium,e677c3df-0cdb-47a4-bc73-b34456670e6e,,,,gum (material),,,"[""e677c3df-0cdb-47a4-bc73-b34456670e6e""]"
4bcd66a7-d1bd-4ff3-a847-96407a6c3774,,,Gum,Binding Medium,e677c3df-0cdb-47a4-bc73-b34456670e6e,,,,gum (material),,,"[""e677c3df-0cdb-47a4-bc73-b34456670e6e""]"
d37724ee-b8ad-4046-b202-dd9753580d27,,,Gum,Binding Medium,e677c3df-0cdb-47a4-bc73-b34456670e6e,,,,gum (material),,,"[""e677c3df-0cdb-47a4-bc73-b34456670e6e""]"
9000be56-202a-45d6-b197-8be2c7a29081,,,Gum,Binding Medium,e677c3df-0cdb-47a4-bc73-b34456670e6e,,,,gum (material),,,"[""e677c3df-0cdb-47a4-bc73-b34456670e6e""]"
7f806e2d-7e5a-443c-9d42-adde8d21bcce,,,Natural Resin,Binding Medium,298ad52f-d260-48ce-8c62-5fd998bfe68f,,,,natural resin,,,"[""298ad52f-d260-48ce-8c62-5fd998bfe68f""]"
49a6b329-7dcc-49bd-a557-b911641869a3,Alpha- and beta-resin fractions of damarolic acid and terpenic essential oils,,Natural Resin,Binding Medium,298ad52f-d260-48ce-8c62-5fd998bfe68f,,,,natural resin,,,"[""298ad52f-d260-48ce-8c62-5fd998bfe68f""]"
aedd4359-714c-4dac-b320-954a8102b702,,,Wax,Binding Medium,06460f46-75f1-4356-a142-b064ca31fd84,,,,wax,,,"[""06460f46-75f1-4356-a142-b064ca31fd84""]"
debfd553-86a5-4b64-afa6-bdb3f54baebb,,,Wax,Binding Medium,06460f46-75f1-4356-a142-b064ca31fd84,,,,wax,,,"[""06460f46-75f1-4356-a142-b064ca31fd84""]"
5f4fca4e-028f-46e6-a8c6-293bedcf04a7,,,Wax,Binding Medium,06460f46-75f1-4356-a142-b064ca31fd84,,,,wax,,,"[""06460f46-75f1-4356-a142-b064ca31fd84""]"
64baae0c-d7c9-4db1-878d-b9949c52b74c,,,Wax,Binding Medium,06460f46-75f1-4356-a142-b064ca31fd84,,,,wax,,,"[""06460f46-75f1-4356-a142-b064ca31fd84""]"
55969a98-0066-49e5-bbc4-72c88c18c358,,,Wax,Binding Medium,06460f46-75f1-4356-a142-b064ca31fd84,,,,wax,,,"[""06460f46-75f1-4356-a142-b064ca31fd84""]"
d85f7ad4-35b8-4ba4-9bbe-6e7a0e55a26d,,,Wax,Binding Medium,06460f46-75f1-4356-a142-b064ca31fd84,,,,wax,,,"[""06460f46-75f1-4356-a142-b064ca31fd84""]"
3f86c083-28fb-40f0-abfe-599f954e4912,,,Wax,Binding Medium,06460f46-75f1-4356-a142-b064ca31fd84,,,,wax,,,"[""06460f46-75f1-4356-a142-b064ca31fd84""]"
c29d9a45-5766-4f77-af76-25072b712bd2,,,Wax,Binding Medium,06460f46-75f1-4356-a142-b064ca31fd84,,,,wax,,,"[""06460f46-75f1-4356-a142-b064ca31fd84""]"
75a523dd-2579-4464-bb68-84a000df3428,,,Wax,Binding Medium,06460f46-75f1-4356-a142-b064ca31fd84,,,,wax,,,"[""06460f46-75f1-4356-a142-b064ca31fd84""]"
bb08c2b8-d6ad-44c0-bc24-23dd369b871f,,,Wax,Binding Medium,06460f46-75f1-4356-a142-b064ca31fd84,,,,wax,,,"[""06460f46-75f1-4356-a142-b064ca31fd84""]"
9b98b027-5b1e-4cb3-b030-716db469d74c,,,Wax,Binding Medium,06460f46-75f1-4356-a142-b064ca31fd84,,,,wax,,,"[""06460f46-75f1-4356-a142-b064ca31fd84""]"
49345c49-f843-48ed-adde-132953f16934,,,Wax,Binding Medium,06460f46-75f1-4356-a142-b064ca31fd84,,,,wax,,,"[""06460f46-75f1-4356-a142-b064ca31fd84""]"
04ee6352-a685-498f-9ec6-e3a5ca88d3c5,,,Wax,Binding Medium,06460f46-75f1-4356-a142-b064ca31fd84,,,,wax,,,"[""06460f46-75f1-4356-a142-b064ca31fd84""]"
99928f9a-70b7-41dd-afd9-3e1db0fe8cc4,,,Gum,Binding Medium,e677c3df-0cdb-47a4-bc73-b34456670e6e,,,,gum (material),,,"[""e677c3df-0cdb-47a4-bc73-b34456670e6e""]"
0df60a8b-fed7-495b-a0ab-0dcb891b0181,,,Gum,Binding Medium,e677c3df-0cdb-47a4-bc73-b34456670e6e,,,,gum (material),,,"[""e677c3df-0cdb-47a4-bc73-b34456670e6e""]"
26f479c6-3479-424b-ac2c-4bbb0354cac6,,,Gum,Binding Medium,e677c3df-0cdb-47a4-bc73-b34456670e6e,,,,gum (material),,,"[""e677c3df-0cdb-47a4-bc73-b34456670e6e""]"
afc4ac50-fa1c-4d01-b171-09c18e175c96,,,Gum,Binding Medium,e677c3df-0cdb-47a4-bc73-b34456670e6e,,,,gum (material),,,"[""e677c3df-0cdb-47a4-bc73-b34456670e6e""]"
7c8e6450-d7aa-4d9b-87dc-0282de29a439,,,Gum,Binding Medium,e677c3df-0cdb-47a4-bc73-b34456670e6e,,,,gum (material),,,"[""e677c3df-0cdb-47a4-bc73-b34456670e6e""]"
12882e3b-70e3-4df5-b562-04df6b2a32d2,,,Gum,Binding Medium,e677c3df-0cdb-47a4-bc73-b34456670e6e,,,,gum (material),,,"[""e677c3df-0cdb-47a4-bc73-b34456670e6e""]"
748013ab-b111-4f5f-8752-8d96602dc8e9,,,Gum,Binding Medium,e677c3df-0cdb-47a4-bc73-b34456670e6e,,,,gum (material),,,"[""e677c3df-0cdb-47a4-bc73-b34456670e6e""]"
7fc45f20-77e9-4a61-925b-60a9520c445d,,,Wax,Binding Medium,06460f46-75f1-4356-a142-b064ca31fd84,,,,wax,,,"[""06460f46-75f1-4356-a142-b064ca31fd84""]"
6d70abb9-16cd-4404-904c-8ef5e9c2cefa,,,Natural Resin,Component of Another Category,298ad52f-d260-48ce-8c62-5fd998bfe68f,,,,natural resin,,,"[""298ad52f-d260-48ce-8c62-5fd998bfe68f""]"
76361d70-a8d6-4c99-967d-457a216dd51a,,,Natural Resin,Component of Another Category,298ad52f-d260-48ce-8c62-5fd998bfe68f,,,,natural resin,,,"[""298ad52f-d260-48ce-8c62-5fd998bfe68f""]"
fcb6105d-3b56-401f-b296-468377192e95,,,Natural Resin,Component of Another Category,298ad52f-d260-48ce-8c62-5fd998bfe68f,,,,natural resin,,,"[""298ad52f-d260-48ce-8c62-5fd998bfe68f""]"
3fee13a0-9c8a-4a32-a744-1c58e0d21889,,,Natural Resin,Component of Another Category,298ad52f-d260-48ce-8c62-5fd998bfe68f,,,,natural resin,,,"[""298ad52f-d260-48ce-8c62-5fd998bfe68f""]"
f9fad2a5-733b-408d-b596-a9fa6e55c6b4,"mostly glycerides of linoleic, linolenic and oleic acids",,Oil,Vehicle / Solvent,26f2c278-7515-4d2b-8894-0fc4ca9f9f22,,,,oil (organic material),,,"[""26f2c278-7515-4d2b-8894-0fc4ca9f9f22""]"
660a703d-a3eb-4299-8aeb-f3c3f7f59461,"mostly glycerides of linoleic, linolenic and oleic acids",,Oil,Vehicle / Solvent,26f2c278-7515-4d2b-8894-0fc4ca9f9f22,,,,oil (organic material),,,"[""26f2c278-7515-4d2b-8894-0fc4ca9f9f22""]"
a161368d-b2f1-4519-b5b9-4c0dbaaf64e8,,,Oil,Vehicle / Solvent,26f2c278-7515-4d2b-8894-0fc4ca9f9f22,,,,oil (organic material),,,"[""26f2c278-7515-4d2b-8894-0fc4ca9f9f22""]"
4058ef24-c850-4cfb-b917-c37ac404999d,,,Oil,Vehicle / Solvent,26f2c278-7515-4d2b-8894-0fc4ca9f9f22,,,,oil (organic material),,,"[""26f2c278-7515-4d2b-8894-0fc4ca9f9f22""]"
b502a76d-6321-4963-8749-528e1b060f40,,,Oil,Vehicle / Solvent,26f2c278-7515-4d2b-8894-0fc4ca9f9f22,,,,oil (organic material),,,"[""26f2c278-7515-4d2b-8894-0fc4ca9f9f22""]"
649e4ae7-df7e-4bfc-a9ab-799e9aa4f728,,,Oil,Vehicle / Solvent,26f2c278-7515-4d2b-8894-0fc4ca9f9f22,,,,oil (organic material),,,"[""26f2c278-7515-4d2b-8894-0fc4ca9f9f22""]"
4fd60e13-4b51-4467-886c-12cda5621ad7,,,Oil,Vehicle / Solvent,26f2c278-7515-4d2b-8894-0fc4ca9f9f22,,,,oil (organic material),,,"[""26f2c278-7515-4d2b-8894-0fc4ca9f9f22""]"
525a99ae-9f80-406e-87d9-17aee1828886,,,Oil,Vehicle / Solvent,26f2c278-7515-4d2b-8894-0fc4ca9f9f22,,,,oil (organic material),,,"[""26f2c278-7515-4d2b-8894-0fc4ca9f9f22""]"
86dd3167-8733-4938-99c0-e7ba1fb330f3,mostly glycerides of linoleic and oleic acids,,Oil,Vehicle / Solvent,26f2c278-7515-4d2b-8894-0fc4ca9f9f22,,,,oil (organic material),,,"[""26f2c278-7515-4d2b-8894-0fc4ca9f9f22""]"
d5d7f9e0-529c-4431-8b4e-1853fec6d898,,,Natural Resin,Binding Medium,298ad52f-d260-48ce-8c62-5fd998bfe68f,,,,natural resin,,,"[""298ad52f-d260-48ce-8c62-5fd998bfe68f""]"
e96d2a40-d817-4e37-887e-c64b5ca2eb6d,,,Natural Resin,Binding Medium,298ad52f-d260-48ce-8c62-5fd998bfe68f,,,,natural resin,,,"[""298ad52f-d260-48ce-8c62-5fd998bfe68f""]"
2108e4ec-ea3f-4e9c-90bf-f98240aeb733,,,Natural Resin,Binding Medium,298ad52f-d260-48ce-8c62-5fd998bfe68f,,,,natural resin,,,"[""298ad52f-d260-48ce-8c62-5fd998bfe68f""]"
eaeb46ac-bf5d-4ca4-a778-1a6a501afa95,,,Natural Resin,Binding Medium,298ad52f-d260-48ce-8c62-5fd998bfe68f,,,,natural resin,,,"[""298ad52f-d260-48ce-8c62-5fd998bfe68f""]"
dbf7e266-497e-473c-baaf-aaa663f9a23d,,,Natural Resin,Binding Medium,298ad52f-d260-48ce-8c62-5fd998bfe68f,,,,natural resin,,,"[""298ad52f-d260-48ce-8c62-5fd998bfe68f""]"
5b7cc9a3-dff3-402a-9531-5779a2237c46,,,Natural Resin,Binding Medium,298ad52f-d260-48ce-8c62-5fd998bfe68f,,,,natural resin,,,"[""298ad52f-d260-48ce-8c62-5fd998bfe68f""]"
9831fb74-a230-4b4f-b7df-2ed2ff4bf4ca,,,Natural Resin,Binding Medium,298ad52f-d260-48ce-8c62-5fd998bfe68f,,,,natural resin,,,"[""298ad52f-d260-48ce-8c62-5fd998bfe68f""]"
a4c1ca07-1d70-45e1-b442-77cd4812faa3,,,Natural Resin,Binding Medium,298ad52f-d260-48ce-8c62-5fd998bfe68f,,,,natural resin,,,"[""298ad52f-d260-48ce-8c62-5fd998bfe68f""]"
ad5a59be-b9cc-4882-be38-0713449618d7,,,Natural Resin,Binding Medium,298ad52f-d260-48ce-8c62-5fd998bfe68f,,,,natural resin,,,"[""298ad52f-d260-48ce-8c62-5fd998bfe68f""]"
5cb90e3c-f212-4631-8707-68193ba66153,,,Natural Resin,Binding Medium,298ad52f-d260-48ce-8c62-5fd998bfe68f,,,,natural resin,,,"[""298ad52f-d260-48ce-8c62-5fd998bfe68f""]"
d1525fa1-77fa-4fba-8a1c-b206bb8a860d,,,Natural Resin,Binding Medium,298ad52f-d260-48ce-8c62-5fd998bfe68f,,,,natural resin,,,"[""298ad52f-d260-48ce-8c62-5fd998bfe68f""]"
c5d1772a-c942-487d-b21d-9186b8ee90d3,,,Natural Resin,Binding Medium,298ad52f-d260-48ce-8c62-5fd998bfe68f,,,,natural resin,,,"[""298ad52f-d260-48ce-8c62-5fd998bfe68f""]"
3df61331-403f-4bb9-9966-8a50c1ed890a,,,Natural Resin,Binding Medium,298ad52f-d260-48ce-8c62-5fd998bfe68f,,,,natural resin,,,"[""298ad52f-d260-48ce-8c62-5fd998bfe68f""]"
1fb403fc-fd24-44a6-9760-c755a69c0260,,,Natural Resin,Binding Medium,298ad52f-d260-48ce-8c62-5fd998bfe68f,,,,natural resin,,,"[""298ad52f-d260-48ce-8c62-5fd998bfe68f""]"
e6f37525-065b-4c82-b4fc-4d25c65b0222,,,Natural Resin,Binding Medium,298ad52f-d260-48ce-8c62-5fd998bfe68f,,,,natural resin,,,"[""298ad52f-d260-48ce-8c62-5fd998bfe68f""]"
02c47d86-c57d-4f55-bc04-3a56755cd8e6,,,Natural Resin,Binding Medium,298ad52f-d260-48ce-8c62-5fd998bfe68f,,,,natural resin,,,"[""298ad52f-d260-48ce-8c62-5fd998bfe68f""]"
9f920eff-077e-4ac3-bafa-8b38f56e874f,,,Natural Resin,Binding Medium,298ad52f-d260-48ce-8c62-5fd998bfe68f,,,,natural resin,,,"[""298ad52f-d260-48ce-8c62-5fd998bfe68f""]"
40e68ecd-9381-4893-b246-d2f4c6a8742f,,,Natural Resin,Binding Medium,298ad52f-d260-48ce-8c62-5fd998bfe68f,,,,natural resin,,,"[""298ad52f-d260-48ce-8c62-5fd998bfe68f""]"
3c6bb089-ce5d-4d30-838f-a1eda27b83f2,,Organic - inorganic,Natural Resin,Binding Medium,298ad52f-d260-48ce-8c62-5fd998bfe68f,,3a5aa2a8-2287-4d0f-8017-c813344ce32e,organic - inorganic mixture,natural resin,,"[""3a5aa2a8-2287-4d0f-8017-c813344ce32e""]","[""298ad52f-d260-48ce-8c62-5fd998bfe68f""]"
518012c4-8287-4beb-ac95-87fad9f71e3b,,,Natural Resin,Binding Medium,298ad52f-d260-48ce-8c62-5fd998bfe68f,,,,natural resin,,,"[""298ad52f-d260-48ce-8c62-5fd998bfe68f""]"
1c279fb1-b652-452a-b6ce-6a610d25640f,,,Prepared mixture,,bfd3f1c1-fbc0-4f2e-aeb2-d95b23ffd514,,,,mixtures (materials),,,"[""bfd3f1c1-fbc0-4f2e-aeb2-d95b23ffd514""]"
02671d4c-a367-4047-9e82-1e5a5fe8664f,,,Prepared mixture,,bfd3f1c1-fbc0-4f2e-aeb2-d95b23ffd514,,,,mixtures (materials),,,"[""bfd3f1c1-fbc0-4f2e-aeb2-d95b23ffd514""]"
8c97cb29-153c-401a-b9e1-30943bca9085,,,Prepared mixture,,bfd3f1c1-fbc0-4f2e-aeb2-d95b23ffd514,,,,mixtures (materials),,,"[""bfd3f1c1-fbc0-4f2e-aeb2-d95b23ffd514""]"
609bd9ea-d3c6-4cbb-97dc-d74234fae3a5,,,Prepared mixture,,bfd3f1c1-fbc0-4f2e-aeb2-d95b23ffd514,,,,mixtures (materials),,,"[""bfd3f1c1-fbc0-4f2e-aeb2-d95b23ffd514""]"
a86f9d50-7856-4050-9ae0-62d29c8771c6,,,Prepared mixture,,bfd3f1c1-fbc0-4f2e-aeb2-d95b23ffd514,,,,mixtures (materials),,,"[""bfd3f1c1-fbc0-4f2e-aeb2-d95b23ffd514""]"
5481c06c-622b-41a8-82b4-4b35124b8a82,,,Prepared mixture,,bfd3f1c1-fbc0-4f2e-aeb2-d95b23ffd514,,,,mixtures (materials),,,"[""bfd3f1c1-fbc0-4f2e-aeb2-d95b23ffd514""]"
ca97a76e-1485-4c09-9ebe-538bf9369715,,,Prepared mixture,,bfd3f1c1-fbc0-4f2e-aeb2-d95b23ffd514,,,,mixtures (materials),,,"[""bfd3f1c1-fbc0-4f2e-aeb2-d95b23ffd514""]"
d69e099f-569c-40bd-8e1e-c7650f2f31b5,,,Prepared mixture,,bfd3f1c1-fbc0-4f2e-aeb2-d95b23ffd514,,,,mixtures (materials),,,"[""bfd3f1c1-fbc0-4f2e-aeb2-d95b23ffd514""]"
a4d0a6d4-f686-4849-8d55-454aa9247d39,,,Prepared mixture,,bfd3f1c1-fbc0-4f2e-aeb2-d95b23ffd514,,,,mixtures (materials),,,"[""bfd3f1c1-fbc0-4f2e-aeb2-d95b23ffd514""]"
94321527-2ec3-475f-a8b8-7b537f17eae1,,,Prepared mixture,,bfd3f1c1-fbc0-4f2e-aeb2-d95b23ffd514,,,,mixtures (materials),,,"[""bfd3f1c1-fbc0-4f2e-aeb2-d95b23ffd514""]"
41bb2746-e1e9-4c9e-b995-41c49c1a26db,,,Prepared mixture,,bfd3f1c1-fbc0-4f2e-aeb2-d95b23ffd514,,,,mixtures (materials),,,"[""bfd3f1c1-fbc0-4f2e-aeb2-d95b23ffd514""]"
da851e86-9b05-4b19-95f5-c5a1a765eb6e,,,Gum,Binding Medium,e677c3df-0cdb-47a4-bc73-b34456670e6e,,,,gum (material),,,"[""e677c3df-0cdb-47a4-bc73-b34456670e6e""]"
a1d735b0-c239-44f6-9343-32252491a3bb,,,Gum,Binding Medium,e677c3df-0cdb-47a4-bc73-b34456670e6e,,,,gum (material),,,"[""e677c3df-0cdb-47a4-bc73-b34456670e6e""]"
8e2ffcba-6c96-4d35-941a-b9559208dd10,,,Gum,Binding Medium,e677c3df-0cdb-47a4-bc73-b34456670e6e,,,,gum (material),,,"[""e677c3df-0cdb-47a4-bc73-b34456670e6e""]"
19a7175c-f6e3-43fa-ba52-ff048133da13,,,Prepared mixture,,bfd3f1c1-fbc0-4f2e-aeb2-d95b23ffd514,,,,mixtures (materials),,,"[""bfd3f1c1-fbc0-4f2e-aeb2-d95b23ffd514""]"
220435a4-d57c-45a6-9337-e1d5b6220778,,,Prepared mixture,,bfd3f1c1-fbc0-4f2e-aeb2-d95b23ffd514,,,,mixtures (materials),,,"[""bfd3f1c1-fbc0-4f2e-aeb2-d95b23ffd514""]"
e7250a73-d44b-41cb-9518-3de7740d0062,,,Prepared mixture,,bfd3f1c1-fbc0-4f2e-aeb2-d95b23ffd514,,,,mixtures (materials),,,"[""bfd3f1c1-fbc0-4f2e-aeb2-d95b23ffd514""]"
17fb4a9f-3164-45cf-9396-17bab177eb5d,,,Prepared mixture,,bfd3f1c1-fbc0-4f2e-aeb2-d95b23ffd514,,,,mixtures (materials),,,"[""bfd3f1c1-fbc0-4f2e-aeb2-d95b23ffd514""]"
1233bbda-9a7e-4045-a923-5095abfbba5f,,,Prepared mixture,,bfd3f1c1-fbc0-4f2e-aeb2-d95b23ffd514,,,,mixtures (materials),,,"[""bfd3f1c1-fbc0-4f2e-aeb2-d95b23ffd514""]"
369fd46d-6a33-42a8-bd73-0bf078ad1f4c,,,Prepared mixture,,bfd3f1c1-fbc0-4f2e-aeb2-d95b23ffd514,,,,mixtures (materials),,,"[""bfd3f1c1-fbc0-4f2e-aeb2-d95b23ffd514""]"
5cacf011-172f-47ab-9802-312f4722e410,,,Prepared mixture,,bfd3f1c1-fbc0-4f2e-aeb2-d95b23ffd514,,,,mixtures (materials),,,"[""bfd3f1c1-fbc0-4f2e-aeb2-d95b23ffd514""]"
bf29de6b-af93-4e43-a6da-6bac3a74b8a3,,,Prepared mixture,,bfd3f1c1-fbc0-4f2e-aeb2-d95b23ffd514,,,,mixtures (materials),,,"[""bfd3f1c1-fbc0-4f2e-aeb2-d95b23ffd514""]"
2cd2299e-aca6-4878-aa8f-29acc2bd30ae,,,Prepared mixture,,bfd3f1c1-fbc0-4f2e-aeb2-d95b23ffd514,,,,mixtures (materials),,,"[""bfd3f1c1-fbc0-4f2e-aeb2-d95b23ffd514""]"
34b1103e-b411-4ac5-bff9-f49de2fcdb9d,,,Prepared mixture,,bfd3f1c1-fbc0-4f2e-aeb2-d95b23ffd514,,,,mixtures (materials),,,"[""bfd3f1c1-fbc0-4f2e-aeb2-d95b23ffd514""]"
ab04873e-ee55-4f53-905f-154012881172,,,Prepared mixture,,bfd3f1c1-fbc0-4f2e-aeb2-d95b23ffd514,,,,mixtures (materials),,,"[""bfd3f1c1-fbc0-4f2e-aeb2-d95b23ffd514""]"
cf7ca050-d5ec-4aef-9811-35bc78ffe8aa,,,Prepared mixture,,bfd3f1c1-fbc0-4f2e-aeb2-d95b23ffd514,,,,mixtures (materials),,,"[""bfd3f1c1-fbc0-4f2e-aeb2-d95b23ffd514""]"
2df79aaf-67a4-4053-a6e7-472a8d2ec2e5,,,Prepared mixture,,bfd3f1c1-fbc0-4f2e-aeb2-d95b23ffd514,,,,mixtures (materials),,,"[""bfd3f1c1-fbc0-4f2e-aeb2-d95b23ffd514""]"
78910084-1f9c-4fea-95d1-8862ec358a0f,,,Prepared mixture,,bfd3f1c1-fbc0-4f2e-aeb2-d95b23ffd514,,,,mixtures (materials),,,"[""bfd3f1c1-fbc0-4f2e-aeb2-d95b23ffd514""]"
85fbb3dc-c7b2-4a99-8f1f-ecabc0ea4c81,,,Prepared mixture,,bfd3f1c1-fbc0-4f2e-aeb2-d95b23ffd514,,,,mixtures (materials),,,"[""bfd3f1c1-fbc0-4f2e-aeb2-d95b23ffd514""]"
ddb45ca8-3c32-4687-aa01-49e4df873844,,,Prepared mixture,,bfd3f1c1-fbc0-4f2e-aeb2-d95b23ffd514,,,,mixtures (materials),,,"[""bfd3f1c1-fbc0-4f2e-aeb2-d95b23ffd514""]"
2839e4b5-1cf5-4aaa-b43d-e82c0aef455a,,,Prepared mixture,,bfd3f1c1-fbc0-4f2e-aeb2-d95b23ffd514,,,,mixtures (materials),,,"[""bfd3f1c1-fbc0-4f2e-aeb2-d95b23ffd514""]"
670ed54e-97aa-4fe0-bcfd-aa106a13cd77,,,Prepared mixture,,bfd3f1c1-fbc0-4f2e-aeb2-d95b23ffd514,,,,mixtures (materials),,,"[""bfd3f1c1-fbc0-4f2e-aeb2-d95b23ffd514""]"
965c7e54-b6a5-42a4-8f08-72061f24bd00,,,Prepared mixture,,bfd3f1c1-fbc0-4f2e-aeb2-d95b23ffd514,,,,mixtures (materials),,,"[""bfd3f1c1-fbc0-4f2e-aeb2-d95b23ffd514""]"
14b306c9-ca72-4330-b113-7c4bfb44a706,,,Prepared mixture,,bfd3f1c1-fbc0-4f2e-aeb2-d95b23ffd514,,,,mixtures (materials),,,"[""bfd3f1c1-fbc0-4f2e-aeb2-d95b23ffd514""]"
486089a1-c9f9-4c8b-acb6-57f9a92d9167,,,Prepared mixture,,bfd3f1c1-fbc0-4f2e-aeb2-d95b23ffd514,,,,mixtures (materials),,,"[""bfd3f1c1-fbc0-4f2e-aeb2-d95b23ffd514""]"
9c893954-01e4-4f84-9d73-82d058fce06a,,,Prepared mixture,,bfd3f1c1-fbc0-4f2e-aeb2-d95b23ffd514,,,,mixtures (materials),,,"[""bfd3f1c1-fbc0-4f2e-aeb2-d95b23ffd514""]"
fd279716-f95a-4239-808f-2985ec33651d,,,Prepared mixture,,bfd3f1c1-fbc0-4f2e-aeb2-d95b23ffd514,,,,mixtures (materials),,,"[""bfd3f1c1-fbc0-4f2e-aeb2-d95b23ffd514""]"
78f6c6f3-02d7-4d97-b9b1-f42a70f8f2d0,,,Prepared mixture,,bfd3f1c1-fbc0-4f2e-aeb2-d95b23ffd514,,,,mixtures (materials),,,"[""bfd3f1c1-fbc0-4f2e-aeb2-d95b23ffd514""]"
024f3c45-9a51-46ba-aed4-78f4a7bdebc8,,,Prepared mixture,,bfd3f1c1-fbc0-4f2e-aeb2-d95b23ffd514,,,,mixtures (materials),,,"[""bfd3f1c1-fbc0-4f2e-aeb2-d95b23ffd514""]"
444544f3-4a15-4e77-8fe8-7bd8d2a031a5,,,Prepared mixture,,bfd3f1c1-fbc0-4f2e-aeb2-d95b23ffd514,,,,mixtures (materials),,,"[""bfd3f1c1-fbc0-4f2e-aeb2-d95b23ffd514""]"
8235efb1-e475-4bea-ab09-176cd4fcfcd6,,,Prepared mixture,,bfd3f1c1-fbc0-4f2e-aeb2-d95b23ffd514,,,,mixtures (materials),,,"[""bfd3f1c1-fbc0-4f2e-aeb2-d95b23ffd514""]"
25aeb627-cd4a-4d17-8362-765de2460a55,,,Gum,Binding Medium,e677c3df-0cdb-47a4-bc73-b34456670e6e,,,,gum (material),,,"[""e677c3df-0cdb-47a4-bc73-b34456670e6e""]"
f3e7ed07-8757-48fa-95c3-99c876e5e6ee,,,Gum,Binding Medium,e677c3df-0cdb-47a4-bc73-b34456670e6e,,,,gum (material),,,"[""e677c3df-0cdb-47a4-bc73-b34456670e6e""]"
7597ebe8-79b1-4d5a-a86d-ad0b7514ecb1,,,Gum,Binding Medium,e677c3df-0cdb-47a4-bc73-b34456670e6e,,,,gum (material),,,"[""e677c3df-0cdb-47a4-bc73-b34456670e6e""]"
d31a989e-181b-4e1e-8421-4702cbca47cc,,,Prepared mixture,,bfd3f1c1-fbc0-4f2e-aeb2-d95b23ffd514,,,,mixtures (materials),,,"[""bfd3f1c1-fbc0-4f2e-aeb2-d95b23ffd514""]"
ad0d00c2-e7b2-4f00-a8fa-274e03ea36ae,,,Prepared mixture,,bfd3f1c1-fbc0-4f2e-aeb2-d95b23ffd514,,,,mixtures (materials),,,"[""bfd3f1c1-fbc0-4f2e-aeb2-d95b23ffd514""]"
