rsci_uuid,Chemical Name,Mixture Type,Sample Type,Typical Use,sample_type_value_uuid,typical_use_value_uuid,mixture_type_value_uuid,mixture_type_pref_label,sample_type_pref_label,typical_use_pref_label,mixture_type_value_uuids,object_type_value_uuids
c5955b38-71b2-4ae4-9854-ac09f33becbf,,,Wood,Construction Material,c89a159f-d5b1-4f65-b2ef-755d70346c8c,,,,wood (plant material),,,"[""c89a159f-d5b1-4f65-b2ef-755d70346c8c""]"
8ab0262e-b15b-4414-bb1c-f0956c145463,,,Wood,Construction Material,c89a159f-d5b1-4f65-b2ef-755d70346c8c,,,,wood (plant material),,,"[""c89a159f-d5b1-4f65-b2ef-755d70346c8c""]"
748f4c8c-c1b7-4c2e-9487-be455f2c4b12,,,Wood,Construction Material,c89a159f-d5b1-4f65-b2ef-755d70346c8c,,,,wood (plant material),,,"[""c89a159f-d5b1-4f65-b2ef-755d70346c8c""]"
0b09b86d-f04b-4f6b-86a5-737facae2622,,,Wood,Construction Material,c89a159f-d5b1-4f65-b2ef-755d70346c8c,,,,wood (plant material),,,"[""c89a159f-d5b1-4f65-b2ef-755d70346c8c""]"
ae2da66b-a5c5-4a80-9560-69dcd01cadf6,,,Wood,Construction Material,c89a159f-d5b1-4f65-b2ef-755d70346c8c,,,,wood (plant material),,,"[""c89a159f-d5b1-4f65-b2ef-755d70346c8c""]"
58576d01-94eb-49c3-ab41-628dd6a1e0b9,,,Wood,Construction Material,c89a159f-d5b1-4f65-b2ef-755d70346c8c,,,,wood (plant material),,,"[""c89a159f-d5b1-4f65-b2ef-755d70346c8c""]"
dca0cedc-487b-4698-b81f-bb5b13908d82,,,Wood,Construction Material,c89a159f-d5b1-4f65-b2ef-755d70346c8c,,,,wood (plant material),,,"[""c89a159f-d5b1-4f65-b2ef-755d70346c8c""]"
bb39fd15-0bbe-4877-92b0-6ca39e7786da,,,Wood,Construction Material,c89a159f-d5b1-4f65-b2ef-755d70346c8c,,,,wood (plant material),,,"[""c89a159f-d5b1-4f65-b2ef-755d70346c8c""]"
8ac28d9f-2646-4bd6-ab46-1fbc59a2ab61,,,Wood,Construction Material,c89a159f-d5b1-4f65-b2ef-755d70346c8c,,,,wood (plant material),,,"[""c89a159f-d5b1-4f65-b2ef-755d70346c8c""]"
d6f0c96d-b5c1-4667-b168-73299531b93d,,,Wood,Construction Material,c89a159f-d5b1-4f65-b2ef-755d70346c8c,,,,wood (plant material),,,"[""c89a159f-d5b1-4f65-b2ef-755d70346c8c""]"
4b0d9841-a087-4d4f-8322-af89fa8b0b8d,,,Wood,Construction Material,c89a159f-d5b1-4f65-b2ef-755d70346c8c,,,,wood (plant material),,,"[""c89a159f-d5b1-4f65-b2ef-755d70346c8c""]"
c76874a9-98a5-4193-b318-077a8b3be74d,,,Wood,Construction Material,c89a159f-d5b1-4f65-b2ef-755d70346c8c,,,,wood (plant material),,,"[""c89a159f-d5b1-4f65-b2ef-755d70346c8c""]"
c854bfc5-b189-452a-b066-38129d357d1c,,,Wood,Construction Material,c89a159f-d5b1-4f65-b2ef-755d70346c8c,,,,wood (plant material),,,"[""c89a159f-d5b1-4f65-b2ef-755d70346c8c""]"
dc230f1d-f72b-455d-9039-a092d0d94cbe,,,Wood,Construction Material,c89a159f-d5b1-4f65-b2ef-755d70346c8c,,,,wood (plant material),,,"[""c89a159f-d5b1-4f65-b2ef-755d70346c8c""]"
1b093120-3721-4348-bfb2-3428edf6154b,,,Wood,Construction Material,c89a159f-d5b1-4f65-b2ef-755d70346c8c,,,,wood (plant material),,,"[""c89a159f-d5b1-4f65-b2ef-755d70346c8c""]"
a9757f4d-e361-4b67-bea4-cf35c1dbee4e,,,Wood,Construction Material,c89a159f-d5b1-4f65-b2ef-755d70346c8c,,,,wood (plant material),,,"[""c89a159f-d5b1-4f65-b2ef-755d70346c8c""]"
826559bb-9cdc-4dd9-90c4-6bce9cae4de3,,,Wood,Construction Material,c89a159f-d5b1-4f65-b2ef-755d70346c8c,,,,wood (plant material),,,"[""c89a159f-d5b1-4f65-b2ef-755d70346c8c""]"
cb6ae636-e3b1-4ca6-ba73-4db314484ffd,,,Wood,Construction Material,c89a159f-d5b1-4f65-b2ef-755d70346c8c,,,,wood (plant material),,,"[""c89a159f-d5b1-4f65-b2ef-755d70346c8c""]"
dabf580c-b73e-4b52-8b5b-42300c2cf377,,,Wood,Construction Material,c89a159f-d5b1-4f65-b2ef-755d70346c8c,,,,wood (plant material),,,"[""c89a159f-d5b1-4f65-b2ef-755d70346c8c""]"
557e9690-788a-4a87-bf54-e7760731fab2,,,Wood,Construction Material,c89a159f-d5b1-4f65-b2ef-755d70346c8c,,,,wood (plant material),,,"[""c89a159f-d5b1-4f65-b2ef-755d70346c8c""]"
45c900a2-5f63-4c9e-8f89-71920004aa03,,,Wood,Construction Material,c89a159f-d5b1-4f65-b2ef-755d70346c8c,,,,wood (plant material),,,"[""c89a159f-d5b1-4f65-b2ef-755d70346c8c""]"
328a0a0d-80c6-4895-97b9-2fd8182f9306,,,Wood,Construction Material,c89a159f-d5b1-4f65-b2ef-755d70346c8c,,,,wood (plant material),,,"[""c89a159f-d5b1-4f65-b2ef-755d70346c8c""]"
8531f7e5-7faf-4ec5-a1f1-a7343128c289,,,Wood,Construction Material,c89a159f-d5b1-4f65-b2ef-755d70346c8c,,,,wood (plant material),,,"[""c89a159f-d5b1-4f65-b2ef-755d70346c8c""]"
dfe1a92c-b157-4bc8-bf62-3f8519df0549,,,Wood,Construction Material,c89a159f-d5b1-4f65-b2ef-755d70346c8c,,,,wood (plant material),,,"[""c89a159f-d5b1-4f65-b2ef-755d70346c8c""]"
050c53fa-f503-4fa6-8d48-a4a97bf7ee47,,,Wood,Construction Material,c89a159f-d5b1-4f65-b2ef-755d70346c8c,,,,wood (plant material),,,"[""c89a159f-d5b1-4f65-b2ef-755d70346c8c""]"
2543c43b-f7f4-47ca-85fa-5a9ece486469,,,Wood,Construction Material,c89a159f-d5b1-4f65-b2ef-755d70346c8c,,,,wood (plant material),,,"[""c89a159f-d5b1-4f65-b2ef-755d70346c8c""]"
e412fd3d-6cf6-413d-8258-eebef13cdb96,,,Wood,Construction Material,c89a159f-d5b1-4f65-b2ef-755d70346c8c,,,,wood (plant material),,,"[""c89a159f-d5b1-4f65-b2ef-755d70346c8c""]"
5fd684a5-5ed4-4e40-bf6a-da3b305a61dd,,,Wood,Construction Material,c89a159f-d5b1-4f65-b2ef-755d70346c8c,,,,wood (plant material),,,"[""c89a159f-d5b1-4f65-b2ef-755d70346c8c""]"
7a7c79e9-42c5-484b-8a23-4cdaac6249b2,,,Wood,Construction Material,c89a159f-d5b1-4f65-b2ef-755d70346c8c,,,,wood (plant material),,,"[""c89a159f-d5b1-4f65-b2ef-755d70346c8c""]"
4692cda4-0759-445d-874e-0821c0dd9dea,,,Wood,Construction Material,c89a159f-d5b1-4f65-b2ef-755d70346c8c,,,,wood (plant material),,,"[""c89a159f-d5b1-4f65-b2ef-755d70346c8c""]"
8458bb74-f282-493f-9975-541ea87320f7,,,Wood,Construction Material,c89a159f-d5b1-4f65-b2ef-755d70346c8c,,,,wood (plant material),,,"[""c89a159f-d5b1-4f65-b2ef-755d70346c8c""]"
660b6e13-8ab4-4ecf-b223-8386def19874,,,Wood,Construction Material,c89a159f-d5b1-4f65-b2ef-755d70346c8c,,,,wood (plant material),,,"[""c89a159f-d5b1-4f65-b2ef-755d70346c8c""]"
6d28c8a2-2a76-47d8-8eff-20d5250d814a,,,Wood,Construction Material,c89a159f-d5b1-4f65-b2ef-755d70346c8c,,,,wood (plant material),,,"[""c89a159f-d5b1-4f65-b2ef-755d70346c8c""]"
4ba23e71-724a-47eb-8a8d-8fd25b028a8f,,,Wood,Construction Material,c89a159f-d5b1-4f65-b2ef-755d70346c8c,,,,wood (plant material),,,"[""c89a159f-d5b1-4f65-b2ef-755d70346c8c""]"
536e05ba-dc98-4ea1-9a3f-3417a39158ff,,,Wood,Construction Material,c89a159f-d5b1-4f65-b2ef-755d70346c8c,,,,wood (plant material),,,"[""c89a159f-d5b1-4f65-b2ef-755d70346c8c""]"
6b41dd34-e5c9-4f2a-b0db-0c926d363c98,,,Wood,Construction Material,c89a159f-d5b1-4f65-b2ef-755d70346c8c,,,,wood (plant material),,,"[""c89a159f-d5b1-4f65-b2ef-755d70346c8c""]"
85eed531-019d-4e2d-b803-b4ec8b2874e8,,,Wood,Construction Material,c89a159f-d5b1-4f65-b2ef-755d70346c8c,,,,wood (plant material),,,"[""c89a159f-d5b1-4f65-b2ef-755d70346c8c""]"
92fc06e3-2ff1-40c8-8116-90cf3a0e7b81,,,Wood,Construction Material,c89a159f-d5b1-4f65-b2ef-755d70346c8c,,,,wood (plant material),,,"[""c89a159f-d5b1-4f65-b2ef-755d70346c8c""]"
ef65963a-1ac4-4ecc-9999-f077ae2e70ad,,,Wood,Construction Material,c89a159f-d5b1-4f65-b2ef-755d70346c8c,,,,wood (plant material),,,"[""c89a159f-d5b1-4f65-b2ef-755d70346c8c""]"
778e6a99-999e-4c1e-a742-f5236e62e4c0,,,Wood,Construction Material,c89a159f-d5b1-4f65-b2ef-755d70346c8c,,,,wood (plant material),,,"[""c89a159f-d5b1-4f65-b2ef-755d70346c8c""]"
f25010d7-a189-4943-b7d3-9e46b4d2427b,,,Wood,Construction Material,c89a159f-d5b1-4f65-b2ef-755d70346c8c,,,,wood (plant material),,,"[""c89a159f-d5b1-4f65-b2ef-755d70346c8c""]"
d44c993e-f587-41fb-9b7d-7934107d4ff5,,,Wood,Construction Material,c89a159f-d5b1-4f65-b2ef-755d70346c8c,,,,wood (plant material),,,"[""c89a159f-d5b1-4f65-b2ef-755d70346c8c""]"
4cfe0c12-4e6e-47bb-acd5-e611455e4ae0,,,Wood,Construction Material,c89a159f-d5b1-4f65-b2ef-755d70346c8c,,,,wood (plant material),,,"[""c89a159f-d5b1-4f65-b2ef-755d70346c8c""]"
5e91e2fd-9064-4b49-9f6e-bf385d1d57b7,,,Wood,Construction Material,c89a159f-d5b1-4f65-b2ef-755d70346c8c,,,,wood (plant material),,,"[""c89a159f-d5b1-4f65-b2ef-755d70346c8c""]"
b5924112-9b88-4845-91d4-c392ab03e48b,,,Wood,Construction Material,c89a159f-d5b1-4f65-b2ef-755d70346c8c,,,,wood (plant material),,,"[""c89a159f-d5b1-4f65-b2ef-755d70346c8c""]"
f09b10b9-c310-4f9e-96e2-c35046b6e3f6,,,Wood,Construction Material,c89a159f-d5b1-4f65-b2ef-755d70346c8c,,,,wood (plant material),,,"[""c89a159f-d5b1-4f65-b2ef-755d70346c8c""]"
3797f25c-06e8-40d7-8329-6bade9a30d9c,,,Wood,Construction Material,c89a159f-d5b1-4f65-b2ef-755d70346c8c,,,,wood (plant material),,,"[""c89a159f-d5b1-4f65-b2ef-755d70346c8c""]"
0f35b75e-18f2-4e77-aa85-2f18e5dc303d,,,Wood,Construction Material,c89a159f-d5b1-4f65-b2ef-755d70346c8c,,,,wood (plant material),,,"[""c89a159f-d5b1-4f65-b2ef-755d70346c8c""]"
e18c5c26-19ea-4d12-89ab-ccd0fe6ac24f,,,Wood,Construction Material,c89a159f-d5b1-4f65-b2ef-755d70346c8c,,,,wood (plant material),,,"[""c89a159f-d5b1-4f65-b2ef-755d70346c8c""]"
646fa86d-a560-4682-9276-89deef1ea9e1,,,Wood,Construction Material,c89a159f-d5b1-4f65-b2ef-755d70346c8c,,,,wood (plant material),,,"[""c89a159f-d5b1-4f65-b2ef-755d70346c8c""]"
ed1f5bbf-9186-4cfd-9ff3-666abd6629e6,,,Wood,Construction Material,c89a159f-d5b1-4f65-b2ef-755d70346c8c,,,,wood (plant material),,,"[""c89a159f-d5b1-4f65-b2ef-755d70346c8c""]"
469ed4b7-25e1-45b7-868b-7bb2d70708ee,,,Wood,Construction Material,c89a159f-d5b1-4f65-b2ef-755d70346c8c,,,,wood (plant material),,,"[""c89a159f-d5b1-4f65-b2ef-755d70346c8c""]"
05289ce0-b63a-4742-a8f9-1479413bffa5,,,Wood,Construction Material,c89a159f-d5b1-4f65-b2ef-755d70346c8c,,,,wood (plant material),,,"[""c89a159f-d5b1-4f65-b2ef-755d70346c8c""]"
3d522578-66fe-4dc6-aca6-7d19d679b781,,,Wood,Construction Material,c89a159f-d5b1-4f65-b2ef-755d70346c8c,,,,wood (plant material),,,"[""c89a159f-d5b1-4f65-b2ef-755d70346c8c""]"
57d28cfc-44c4-4470-9157-2c7df53978bc,,,Wood,Construction Material,c89a159f-d5b1-4f65-b2ef-755d70346c8c,,,,wood (plant material),,,"[""c89a159f-d5b1-4f65-b2ef-755d70346c8c""]"
f958221d-b0e9-4790-b5e5-4645b3f2d94f,,,Wood,Construction Material,c89a159f-d5b1-4f65-b2ef-755d70346c8c,,,,wood (plant material),,,"[""c89a159f-d5b1-4f65-b2ef-755d70346c8c""]"
a461f567-27e4-4e72-bcd5-2930c7d694f1,,,Wood,Construction Material,c89a159f-d5b1-4f65-b2ef-755d70346c8c,,,,wood (plant material),,,"[""c89a159f-d5b1-4f65-b2ef-755d70346c8c""]"
5af2f87b-f0ee-4be9-9087-48bef628239d,,,Wood,Construction Material,c89a159f-d5b1-4f65-b2ef-755d70346c8c,,,,wood (plant material),,,"[""c89a159f-d5b1-4f65-b2ef-755d70346c8c""]"
355e064b-4f87-4233-b46a-a4de4508508d,,,Wood,Construction Material,c89a159f-d5b1-4f65-b2ef-755d70346c8c,,,,wood (plant material),,,"[""c89a159f-d5b1-4f65-b2ef-755d70346c8c""]"
8a418e5c-94de-46a3-902a-e4808b63e4b8,,,Wood,Construction Material,c89a159f-d5b1-4f65-b2ef-755d70346c8c,,,,wood (plant material),,,"[""c89a159f-d5b1-4f65-b2ef-755d70346c8c""]"
b682de86-b8d3-4ac9-9fd4-d0c20267a0b9,,,Wood,Construction Material,c89a159f-d5b1-4f65-b2ef-755d70346c8c,,,,wood (plant material),,,"[""c89a159f-d5b1-4f65-b2ef-755d70346c8c""]"
5dddcaa0-1937-4a59-8ecf-f61cfe0fa1b2,,,Wood,Construction Material,c89a159f-d5b1-4f65-b2ef-755d70346c8c,,,,wood (plant material),,,"[""c89a159f-d5b1-4f65-b2ef-755d70346c8c""]"
3ef816ce-6fa7-43bf-8861-820854976399,,,Wood,Construction Material,c89a159f-d5b1-4f65-b2ef-755d70346c8c,,,,wood (plant material),,,"[""c89a159f-d5b1-4f65-b2ef-755d70346c8c""]"
ee2c02e9-d3a2-40b3-90a9-3f1ffe9d35a1,,,Wood,Construction Material,c89a159f-d5b1-4f65-b2ef-755d70346c8c,,,,wood (plant material),,,"[""c89a159f-d5b1-4f65-b2ef-755d70346c8c""]"
b9800635-d026-4ba6-85f5-6528dec60317,,,Wood,Construction Material,c89a159f-d5b1-4f65-b2ef-755d70346c8c,,,,wood (plant material),,,"[""c89a159f-d5b1-4f65-b2ef-755d70346c8c""]"
114b8c65-ff20-4ece-b905-c97e00a3c06e,,,Wood,Construction Material,c89a159f-d5b1-4f65-b2ef-755d70346c8c,,,,wood (plant material),,,"[""c89a159f-d5b1-4f65-b2ef-755d70346c8c""]"
e52fe938-1a5d-4333-a302-64b5c49de7b0,,,Wood,Construction Material,c89a159f-d5b1-4f65-b2ef-755d70346c8c,,,,wood (plant material),,,"[""c89a159f-d5b1-4f65-b2ef-755d70346c8c""]"
6c119fea-d8d4-4f74-88e1-314fb6df038e,,,Wood,Construction Material,c89a159f-d5b1-4f65-b2ef-755d70346c8c,,,,wood (plant material),,,"[""c89a159f-d5b1-4f65-b2ef-755d70346c8c""]"
5400d32f-7149-4271-a1c4-4b53c751e879,,,Wood,Construction Material,c89a159f-d5b1-4f65-b2ef-755d70346c8c,,,,wood (plant material),,,"[""c89a159f-d5b1-4f65-b2ef-755d70346c8c""]"
4a4098d3-7a04-49ea-bf17-bd22f3011c83,,,Wood,Construction Material,c89a159f-d5b1-4f65-b2ef-755d70346c8c,,,,wood (plant material),,,"[""c89a159f-d5b1-4f65-b2ef-755d70346c8c""]"
cb166f14-11dc-4712-9d3a-2f983473b91f,,,Wood,Construction Material,c89a159f-d5b1-4f65-b2ef-755d70346c8c,,,,wood (plant material),,,"[""c89a159f-d5b1-4f65-b2ef-755d70346c8c""]"
66e140c4-79be-451d-8aec-d1c92b4ff42f,,,Wood,Construction Material,c89a159f-d5b1-4f65-b2ef-755d70346c8c,,,,wood (plant material),,,"[""c89a159f-d5b1-4f65-b2ef-755d70346c8c""]"
3b226f41-3f13-4367-a5a5-e29c9b3958b1,,,Wood,Construction Material,c89a159f-d5b1-4f65-b2ef-755d70346c8c,,,,wood (plant material),,,"[""c89a159f-d5b1-4f65-b2ef-755d70346c8c""]"
afd334cf-96e0-45ce-9a66-a59783d79d30,,,Wood,Construction Material,c89a159f-d5b1-4f65-b2ef-755d70346c8c,,,,wood (plant material),,,"[""c89a159f-d5b1-4f65-b2ef-755d70346c8c""]"
dbafc36b-7d43-4f8e-8f78-13ae2ba3edeb,,,Wood,Construction Material,c89a159f-d5b1-4f65-b2ef-755d70346c8c,,,,wood (plant material),,,"[""c89a159f-d5b1-4f65-b2ef-755d70346c8c""]"
28c41ee7-4bbf-4a48-92d4-51b4bdc0fe3b,,,Wood,Construction Material,c89a159f-d5b1-4f65-b2ef-755d70346c8c,,,,wood (plant material),,,"[""c89a159f-d5b1-4f65-b2ef-755d70346c8c""]"
dfbae7a9-0bfe-4cfe-83aa-9deb4b5c1b68,,,Wood,Construction Material,c89a159f-d5b1-4f65-b2ef-755d70346c8c,,,,wood (plant material),,,"[""c89a159f-d5b1-4f65-b2ef-755d70346c8c""]"
09111e01-fde8-41b2-945d-dd30908b978a,,,Wood,Construction Material,c89a159f-d5b1-4f65-b2ef-755d70346c8c,,,,wood (plant material),,,"[""c89a159f-d5b1-4f65-b2ef-755d70346c8c""]"
14a45639-9fdc-4e56-8822-55d66dc805cc,,,Wood,Construction Material,c89a159f-d5b1-4f65-b2ef-755d70346c8c,,,,wood (plant material),,,"[""c89a159f-d5b1-4f65-b2ef-755d70346c8c""]"
e6094368-a9b0-43f5-8c06-8e445c9ec1e1,,,Wood,Construction Material,c89a159f-d5b1-4f65-b2ef-755d70346c8c,,,,wood (plant material),,,"[""c89a159f-d5b1-4f65-b2ef-755d70346c8c""]"
4a3f67ae-d04b-429a-8fac-6b2ad10588b0,,,Wood,Construction Material,c89a159f-d5b1-4f65-b2ef-755d70346c8c,,,,wood (plant material),,,"[""c89a159f-d5b1-4f65-b2ef-755d70346c8c""]"
aff014b8-9d60-42a3-a8fd-4f0d314aac60,,,Wood,Construction Material,c89a159f-d5b1-4f65-b2ef-755d70346c8c,,,,wood (plant material),,,"[""c89a159f-d5b1-4f65-b2ef-755d70346c8c""]"
a53a3096-15db-46ea-8bd6-caf172225fb2,,,Wood,Construction Material,c89a159f-d5b1-4f65-b2ef-755d70346c8c,,,,wood (plant material),,,"[""c89a159f-d5b1-4f65-b2ef-755d70346c8c""]"
830b6737-cc9c-40f9-803a-6d8d927a5056,,,Wood,Construction Material,c89a159f-d5b1-4f65-b2ef-755d70346c8c,,,,wood (plant material),,,"[""c89a159f-d5b1-4f65-b2ef-755d70346c8c""]"
c6f5fb7d-2a62-4205-80db-4b7ffcf06a77,,,Wood,Construction Material,c89a159f-d5b1-4f65-b2ef-755d70346c8c,,,,wood (plant material),,,"[""c89a159f-d5b1-4f65-b2ef-755d70346c8c""]"
1e18869b-6df2-475e-b941-3dce2ba85859,,,Wood,Construction Material,c89a159f-d5b1-4f65-b2ef-755d70346c8c,,,,wood (plant material),,,"[""c89a159f-d5b1-4f65-b2ef-755d70346c8c""]"
5ae7b627-750f-45fe-9403-0cf714b1e9d9,,,Wood,Construction Material,c89a159f-d5b1-4f65-b2ef-755d70346c8c,,,,wood (plant material),,,"[""c89a159f-d5b1-4f65-b2ef-755d70346c8c""]"
4ae7dc17-3436-4089-99f0-ccb09bcea2ed,,,Wood,Construction Material,c89a159f-d5b1-4f65-b2ef-755d70346c8c,,,,wood (plant material),,,"[""c89a159f-d5b1-4f65-b2ef-755d70346c8c""]"
e7749d66-4e33-477a-aa01-afb1d58e3b41,,,Wood,Construction Material,c89a159f-d5b1-4f65-b2ef-755d70346c8c,,,,wood (plant material),,,"[""c89a159f-d5b1-4f65-b2ef-755d70346c8c""]"
dbeff7e4-dc2b-49f5-b2ee-c2fdad69af23,,,Wood,Construction Material,c89a159f-d5b1-4f65-b2ef-755d70346c8c,,,,wood (plant material),,,"[""c89a159f-d5b1-4f65-b2ef-755d70346c8c""]"
c5943b60-05b8-49c0-a2d3-7e9d03b6233b,,,Wood,Construction Material,c89a159f-d5b1-4f65-b2ef-755d70346c8c,,,,wood (plant material),,,"[""c89a159f-d5b1-4f65-b2ef-755d70346c8c""]"
4257a422-0ada-4921-8c3f-7d9b5efbcd19,,,Wood,Construction Material,c89a159f-d5b1-4f65-b2ef-755d70346c8c,,,,wood (plant material),,,"[""c89a159f-d5b1-4f65-b2ef-755d70346c8c""]"
31a6522d-7f52-4d88-8c7d-36e9e05ab48c,,,Wood,Construction Material,c89a159f-d5b1-4f65-b2ef-755d70346c8c,,,,wood (plant material),,,"[""c89a159f-d5b1-4f65-b2ef-755d70346c8c""]"
f87153b3-cefd-43b9-90ab-40f7ee84e83b,,,Wood,Construction Material,c89a159f-d5b1-4f65-b2ef-755d70346c8c,,,,wood (plant material),,,"[""c89a159f-d5b1-4f65-b2ef-755d70346c8c""]"
816a63e3-e244-4488-815e-9da58626faf2,,,Wood,Construction Material,c89a159f-d5b1-4f65-b2ef-755d70346c8c,,,,wood (plant material),,,"[""c89a159f-d5b1-4f65-b2ef-755d70346c8c""]"
005b6bad-02a1-45a7-87ff-b3a2380cf678,,,Wood,Construction Material,c89a159f-d5b1-4f65-b2ef-755d70346c8c,,,,wood (plant material),,,"[""c89a159f-d5b1-4f65-b2ef-755d70346c8c""]"
bc6eb36f-314e-4548-a599-1ecb0c44086a,,,Wood,Construction Material,c89a159f-d5b1-4f65-b2ef-755d70346c8c,,,,wood (plant material),,,"[""c89a159f-d5b1-4f65-b2ef-755d70346c8c""]"
b19a9334-c254-4e2b-9ba2-84918f33b842,,,Wood,Construction Material,c89a159f-d5b1-4f65-b2ef-755d70346c8c,,,,wood (plant material),,,"[""c89a159f-d5b1-4f65-b2ef-755d70346c8c""]"
f2bc49a0-7c77-4d35-8b7a-c59cb7a212f4,,,Wood,Construction Material,c89a159f-d5b1-4f65-b2ef-755d70346c8c,,,,wood (plant material),,,"[""c89a159f-d5b1-4f65-b2ef-755d70346c8c""]"
9987010f-3b98-456c-9e77-aa8d0b58879f,,,Wood,Construction Material,c89a159f-d5b1-4f65-b2ef-755d70346c8c,,,,wood (plant material),,,"[""c89a159f-d5b1-4f65-b2ef-755d70346c8c""]"
b41fc547-0503-4323-bd69-8f11236bd1e6,,,Wood,Construction Material,c89a159f-d5b1-4f65-b2ef-755d70346c8c,,,,wood (plant material),,,"[""c89a159f-d5b1-4f65-b2ef-755d70346c8c""]"
c5222c04-d359-493c-95c8-4fa1ac573bde,,,Wood,Construction Material,c89a159f-d5b1-4f65-b2ef-755d70346c8c,,,,wood (plant material),,,"[""c89a159f-d5b1-4f65-b2ef-755d70346c8c""]"
addad342-1fd8-484b-aef5-00e014aef38e,,,Wood,Construction Material,c89a159f-d5b1-4f65-b2ef-755d70346c8c,,,,wood (plant material),,,"[""c89a159f-d5b1-4f65-b2ef-755d70346c8c""]"
4ccb0c05-a7e6-411e-b7e3-c1d4f9ded917,,,Wood,Construction Material,c89a159f-d5b1-4f65-b2ef-755d70346c8c,,,,wood (plant material),,,"[""c89a159f-d5b1-4f65-b2ef-755d70346c8c""]"
c4a17ff5-91f6-4ca7-8400-b05f8fa5e2b9,,,Wood,Construction Material,c89a159f-d5b1-4f65-b2ef-755d70346c8c,,,,wood (plant material),,,"[""c89a159f-d5b1-4f65-b2ef-755d70346c8c""]"
df1fee91-84b8-4649-921e-9be4c737c25c,,,Wood,Construction Material,c89a159f-d5b1-4f65-b2ef-755d70346c8c,,,,wood (plant material),,,"[""c89a159f-d5b1-4f65-b2ef-755d70346c8c""]"
0703873a-4c94-45ad-9277-07fbfb943f5a,,,Wood,Construction Material,c89a159f-d5b1-4f65-b2ef-755d70346c8c,,,,wood (plant material),,,"[""c89a159f-d5b1-4f65-b2ef-755d70346c8c""]"
5de135a1-1f96-4e80-a37d-85ca4bffe8de,,,Wood,Construction Material,c89a159f-d5b1-4f65-b2ef-755d70346c8c,,,,wood (plant material),,,"[""c89a159f-d5b1-4f65-b2ef-755d70346c8c""]"
a9c06a09-484b-4c9b-bcda-8032dc955bc2,,,Wood,Construction Material,c89a159f-d5b1-4f65-b2ef-755d70346c8c,,,,wood (plant material),,,"[""c89a159f-d5b1-4f65-b2ef-755d70346c8c""]"
5cf82313-0ba3-4510-952f-71e98787e0e1,,,Wood,Construction Material,c89a159f-d5b1-4f65-b2ef-755d70346c8c,,,,wood (plant material),,,"[""c89a159f-d5b1-4f65-b2ef-755d70346c8c""]"
bcf5ee19-cd62-44d1-966e-b0bec7b7bb9d,,,Wood,Construction Material,c89a159f-d5b1-4f65-b2ef-755d70346c8c,,,,wood (plant material),,,"[""c89a159f-d5b1-4f65-b2ef-755d70346c8c""]"
a0011add-7ec3-4e39-8f16-60b9a34acafb,,,Wood,Construction Material,c89a159f-d5b1-4f65-b2ef-755d70346c8c,,,,wood (plant material),,,"[""c89a159f-d5b1-4f65-b2ef-755d70346c8c""]"
9c406a2e-e02d-4492-a443-501ab92ddf36,,,Wood,Construction Material,c89a159f-d5b1-4f65-b2ef-755d70346c8c,,,,wood (plant material),,,"[""c89a159f-d5b1-4f65-b2ef-755d70346c8c""]"
2d7e34b9-ca64-4402-9741-4b27f9ddd344,,,Wood,Construction Material,c89a159f-d5b1-4f65-b2ef-755d70346c8c,,,,wood (plant material),,,"[""c89a159f-d5b1-4f65-b2ef-755d70346c8c""]"
2cade7ab-512c-47a2-8666-018f6ac427b7,,,Wood,Construction Material,c89a159f-d5b1-4f65-b2ef-755d70346c8c,,,,wood (plant material),,,"[""c89a159f-d5b1-4f65-b2ef-755d70346c8c""]"
f5223d1d-4f11-40f2-9806-b00eef771089,,,Wood,Construction Material,c89a159f-d5b1-4f65-b2ef-755d70346c8c,,,,wood (plant material),,,"[""c89a159f-d5b1-4f65-b2ef-755d70346c8c""]"
a2775785-e4d0-41c5-8f51-79d9b5a9f7cf,,,Wood,Construction Material,c89a159f-d5b1-4f65-b2ef-755d70346c8c,,,,wood (plant material),,,"[""c89a159f-d5b1-4f65-b2ef-755d70346c8c""]"
05fbbc3c-bc77-4d1a-a09a-e0ab8f765685,,,Wood,Construction Material,c89a159f-d5b1-4f65-b2ef-755d70346c8c,,,,wood (plant material),,,"[""c89a159f-d5b1-4f65-b2ef-755d70346c8c""]"
32ab821d-74d3-4786-b73c-a250c813b5fe,,,Wood,Construction Material,c89a159f-d5b1-4f65-b2ef-755d70346c8c,,,,wood (plant material),,,"[""c89a159f-d5b1-4f65-b2ef-755d70346c8c""]"
498d4202-7187-4d3e-8d9e-beaa082b296e,,,Wood,Construction Material,c89a159f-d5b1-4f65-b2ef-755d70346c8c,,,,wood (plant material),,,"[""c89a159f-d5b1-4f65-b2ef-755d70346c8c""]"
ca223d60-638b-4f55-9da4-d011bb2b2d11,,,Wood,Construction Material,c89a159f-d5b1-4f65-b2ef-755d70346c8c,,,,wood (plant material),,,"[""c89a159f-d5b1-4f65-b2ef-755d70346c8c""]"
c35a535e-63bf-43c4-af1a-bc5768fd5c9c,,,Wood,Construction Material,c89a159f-d5b1-4f65-b2ef-755d70346c8c,,,,wood (plant material),,,"[""c89a159f-d5b1-4f65-b2ef-755d70346c8c""]"
