rsci_uuid,READY_sample_type,Chemical (CAS) No.,Chemical Formula,Chemical Name,READY_natural-synthetic
81b9fdaa-65dd-488f-a3e4-058ba7458e92,prepared mixture,,,,
81bee5d2-bda9-4b57-9e51-4de38acad3fc,"paint, encaustic",,,"natural earths, cadmium sulfide, phthalocyanine pigments, purified beeswax, damar resin",synthetic
81cab379-c76c-4bdb-8692-2aaba4d09d44,"stone, natural",,,,natural
81cb89ab-1469-4c83-8d1d-dcbce6329fc6,"raw material, inorganic",(No CAS No. Provided),CaCO3,Calcium carbonate,natural
81cdc8c0-d01d-4a35-8d4b-9232dccb0c9d,textile,,,,natural
81d0add2-5ef0-406c-9c86-89c8c6c96607,"paint, oil-based, water mixable",,,,synthetic
81d249f2-0a69-43af-ba63-b3af6d5ba6fc,"stone, natural",,,,natural
81d729a4-bf8c-450a-aee6-652d9e2a391c,"resin, natural",,,,natural
81e4e879-27c7-4bf5-aa05-534461d64c73,"paint, acrylic",,,,
81f0b78e-cf5c-472d-8535-a3ddebb88df0,prepared mixture,,,,
81f498c0-1ce6-4f9b-92c3-8d55cb0809b6,"stone, natural",,,,natural
81f53b42-6052-4614-9ad5-ef06f53975c7,"stone, natural",,,,natural
81f6ff2e-31b7-4818-b1d6-08699607b689,metal,,,,
81f999b3-550e-44fe-a826-a5255b76272c,"raw material, inorganic",12244-39-2,,(No chemical name provided),natural
81fb7dac-874f-4537-b82f-4019ecfd2955,"paint, encaustic",,,,synthetic
81ff6f07-e9fe-4989-9cc0-3d623fd6a5ff,prepared mixture,,,,
8207a721-57f5-4fa8-aeae-5d1d601c53e6,"paint, watercolor",,,,
8207bbb0-495c-4799-ac8f-e6895dd6bfae,protein,8002-43-5,,(No chemical name provided),natural
82128e2b-4cec-4d3d-b30e-73266c768425,pigment,,,,synthetic
8213998c-d3bb-410c-89b1-7990bc47ef14,textile,,,,synthetic
821f7c1d-69aa-4d13-80a6-66fcf6ef214c,photographic paper,,,,synthetic
8225f7a3-5b5f-4b20-b339-d0591d8f0fe8,"stone, natural",,,,natural
8226af59-b0fb-4070-adfe-93c0537d27c1,varnish,,,,
8235efb1-e475-4bea-ab09-176cd4fcfcd6,prepared mixture,,,,
8236b77b-59aa-49c1-b229-1711705bfff9,prepared mixture,,,,
823df446-1ac7-4fbd-ab5e-dc8889de842e,dye,12640-73-2,,(No chemical name provided),natural
8241006d-a9bd-426e-b9a0-c4d3682823f1,"paint, encaustic",,,,synthetic
8249b995-0c2e-4977-8f90-1fcd4bfebe47,"raw material, organic",,,,natural
82520f8e-b58b-4337-a32c-b4288ef547ab,"resin, natural",,,,natural
82585183-f116-4a2b-a2c4-37fceaeaf5d6,pigment,(No CAS No. Provided),CoO-nSnO2,cobalt stannate,synthetic
8258e9dc-b947-4487-8247-2fb3e0d4b635,pigment,,,,synthetic
825bcf48-6c6d-4eeb-b7c6-0cbe52cebbe6,wood,,,,natural
825ef17d-e535-49b9-a238-678485768391,pigment,(No CAS No. Provided),CoO-nSnO2,cobalt stannate,synthetic
82654db9-5817-4a17-ac33-7637b3e3c197,wax,,,,
826559bb-9cdc-4dd9-90c4-6bce9cae4de3,wood,,,,natural
826580ad-5c3b-49bf-973b-bd5f5084ae7e,medium,,,,
8265c7fb-f2ce-49a8-8112-e6a4a66a0578,prepared mixture,,,,
8267ea03-72e6-4890-8f5d-bbbb27ab9f9a,"stone, natural",,,,natural
826b5d06-c7d5-4598-9268-c2f9953d9aff,pigment,58339-34-7 or 62930-81-8,"CdS, CdSe",cadmium sulfoselenide,
826c765b-21c5-49e2-8754-9faddeb09e8c,"resin, natural",,,,natural
826ed448-f9ee-44aa-8264-f9096952b2aa,pigment,,,,
827073f3-9d58-462d-8a4a-c91b5dafb67c,pigment,,,,natural
82716c38-ba38-4f95-9c84-cf0ee7c74c06,photographic film,,,,synthetic
8272c01d-72ae-49bd-a440-c59b09fbd73d,medium,,,,
827b7eed-c222-457c-b1ae-3f3b96f578a2,photographic paper,,,,synthetic
8280911c-c2e0-480c-92c7-c1f198d7a021,"stone, natural",,,,natural
8285e0f9-fcc7-4858-822b-b027f0b56007,"stone, natural",,,,natural
828aa4f4-9c14-49c0-8a73-38aa8c63a78e,pigment,,,,natural
828e0541-ac4b-4c31-9291-86c4c4ba8645,"stone, natural",,,,natural
8291176f-519b-4432-98d8-49ba3c6d9164,prepared mixture,,,,
8291c042-c834-449d-b0ac-569b59185bd8,glass,,,lead silicate,synthetic
829323a6-9e2c-4e90-bc17-ec31e6ed23a3,"stone, natural",,,,natural
8294e72a-fcb2-4711-85bc-ffe989b85636,prepared mixture,,,,
8298664a-cecf-49e7-ab1b-b3acebe461b2,wax,,,,natural
829ac666-543d-41c7-8921-235aa64322ae,"raw material, inorganic",7782-42-5,,(No chemical name provided),natural
829cfb6f-f19f-4031-8bc2-7d67da9a6791,textile,,,,synthetic
829d00e1-b1f2-42f3-bac8-72c87811b8e9,prepared mixture,,,,
82a6572f-53c3-4a95-bebc-7087fa43dbf7,prepared mixture,,,,
82a69948-6a0c-4c9e-9411-94f6137f68a8,pigment,(No CAS No. Provided),Fe2O3 + CaSO4,ferric oxide + calcium sulfate,
82ab8d78-bd92-4c9e-84e1-c3c4f837d4fa,"stone, natural",,,,natural
82c02728-142c-4b7e-8322-6e722ad6e4b5,"stone, natural",,,,natural
82c2a960-5d35-4247-86d0-e6a487882230,"resin, natural",,,,natural
82c921b6-a143-4876-b67c-d4b6c439ecca,"stone, natural",,,,natural
82cdf798-f93b-4cd5-8ef9-10f6f777bccf,"stone, natural",,,,natural
82d26fbc-e3d6-459a-a5ab-f7911e2e96ff,photographic film,,,,synthetic
82d5fbb0-cf46-484e-839f-f3a5a243d0a0,filler,(No CAS No. Provided),CaCO3,natural calcium carbonate,natural
82d92c3d-f228-488f-806a-5852ead3739a,pigment,,,,synthetic
82d9bafd-fea4-4c07-ac5b-fa32dcdd5872,"paint, acrylic",,,,synthetic
82db449b-4e71-473d-9baa-f777c554379f,"paint, tempera",,,,
82f1be45-02cb-4477-bb35-9bc90777e45d,pigment,,,,synthetic
82fb6a1e-2717-487c-aac5-71f0203c516f,"stone, natural",,,,natural
8308936d-cdc6-42c9-849c-23ad00043d11,varnish,,,,
830b6737-cc9c-40f9-803a-6d8d927a5056,wood,,,,natural
83145480-5a49-4969-9d74-dee190addb43,pigment,,,,
831c6838-fe22-4dd2-97b0-41f45f71779b,other material,,,,synthetic
83211e9d-2e6c-48d4-8e2e-66282cdf1b97,"resin, natural",,,,natural
832216ee-a7fc-4b5b-bd14-6d7e11c41ce5,pigment,6046-93-1,C4H6CuO4 × H2O,Copper(II) acetate-1-hydrate,synthetic
8324060b-e226-4262-998c-b00e34f6eadd,"paint, oil-based, water mixable",,,,
83284750-0dc0-4f60-8b82-f885eefd879f,pigment,,,,synthetic
833bf28c-497b-40d0-b248-3269a4440662,prepared mixture,,,,
833c37ca-5cd5-423b-9abf-7532da5a656f,pigment,1309-37-1 (iron oxide),,"silica, clay, iron oxides, small amount of manganese dioxide",natural
833c810b-2ddf-4c36-9f0e-eaaeee7d9295,"paint, encaustic",,,,synthetic
8342bc01-b483-4272-a3d0-8848c46d61fc,prepared mixture,,,,
834e3d1e-9c9d-4153-882a-cd97e27aa05e,prepared mixture,,,,
83558181-eb81-4b07-abb5-f28284c56d0f,pigment,,,,synthetic
835f6710-1597-46df-a438-e57701e558fd,pigment,,,iron oxide,natural
8363da98-5aa0-4f2e-bce8-2dc664dedb51,"paint, other",,,,synthetic
836af81a-5195-4317-b8e0-da8e6eef2c63,metal,,,,
836caa98-3aad-4229-84d2-1fa0f4f7f46b,"stone, natural",,,,natural
8374dfe8-de9d-456b-b27e-46c6fcdba6b8,pigment,8021-99-6,,carbon,
8379480d-c026-4665-8034-c78843cc3a32,wood,,,,natural
837cd2ed-5038-433c-81c3-f5dc471a9682,pigment,1314-13-2,ZnO,zinc oxide,
8383c02a-8890-4974-a2f9-8cb9a4a39cd2,"raw material, organic",,,,natural
8385364a-7979-4fcc-b839-b01ba833e8f7,pigment,,,,synthetic
8385d506-a503-4ffb-b66e-55c1f16f6f14,"paint, oil-based, water mixable",,,,synthetic
8385d6cc-429b-48a6-99d7-65cf21622d68,textile,,,,synthetic
838cacb3-8986-4796-bf16-0e8366d51ce4,"stone, natural",,,,natural
838ce2c4-9236-49aa-91c1-52801e2361f5,"stone, natural",,,,natural
838ee065-9ebe-479a-8bb8-7737e7caa897,"stone, natural",,,,natural
8390a4d4-5110-4416-ae68-65f8df1e5774,photographic paper,,,,synthetic
8391af3a-c9bc-40ce-9d2d-71ec5985c313,prepared mixture,,,,
8395109a-c698-445c-ab60-83a90bab21fa,oil,8001-26-1,,"mostly glycerides of linoleic, linolenic and oleic acids",natural
8396e565-8bc6-4f52-846b-ea687f252f17,varnish,,,,
8397191d-3126-41ca-8491-65c48c690661,"stone, natural",,,,natural
839be84b-07a7-425f-ad31-44f7de8eb32b,"raw material, inorganic",,,Iron tungstate + manganese tungstate,natural
839f4a22-ec0e-41b3-adad-43261b4855a0,"stone, natural",,,,natural
83a2fffa-9f22-4f36-aa4b-7fccd9a0b7d7,"raw material, inorganic",,,basic aluminum silicate,natural
83a75d0c-2ac0-49bc-9af1-9dfef1c0b5b8,pigment,,,,natural
83b1348a-c5e4-4fa1-8673-453f7aaa0ed0,"raw material, inorganic",(No CAS No. Provided),NaAlSi3O8,sodium aluminum silicate,natural
83b5c876-98b4-4e78-871e-27948d36f2bc,"resin, synthetic",,,,synthetic
83ba905d-a1ab-40e8-a8b0-ae3099992489,"stone, natural",,,,natural
83bd7735-1797-4d8e-b153-e2204c1542dd,"stone, natural",,,,natural
83c2d488-59d6-41de-a562-5715dfe6fce3,"stone, natural",,,,natural
83cad020-90f4-4bf5-85b5-16970ec45ec7,"stone, natural",,,,natural
83cae096-96ca-4643-9947-280581d5340e,prepared mixture,,,,
83d8e605-f85d-4536-a421-cdf849c1a49c,"paint, acrylic",,,cadmium sulphide,
83dc3349-1783-4d49-99f4-a312e1457094,pigment,1345-16-0 or 68186-86-7,Co(AlO2)2,cobaltous aluminate,synthetic
83e163f8-69d7-45e7-8042-01e970267594,photographic film,,,,synthetic
83e1b491-2a51-428e-8881-d841af1d25fc,pigment,,,,
83e878bb-8090-4e0e-acad-bf11206e50b0,"paint, oil-based",,,,synthetic
83e9e3ca-dd2b-43d2-9577-28aac6e6b556,photographic paper,,,,synthetic
83ec701c-5be6-4925-93f7-b42a864daa4f,pigment,,,,
83ed5fbd-8631-4012-ade9-5491ef9389d7,"resin, natural",9000-45-7,,(No chemical name provided),natural
83f5cb9c-74e2-445f-b5a3-97184f5d2444,adhesive,,,Acrylic copolymer : 46-47%; monomers: < 0.05%; Ammonia: 0.2% max; Water: 53-54%,synthetic
83f5f717-7d15-4919-a20b-2f2d8f9685a3,"stone, artificial",,,,synthetic
83fe4cdc-ef67-4868-96de-dd82ff221782,paper,,,,natural
83fed78c-7855-47fb-86af-b08f10e01d0b,varnish,,,,
84012ed0-fbb2-45fd-934b-fd23649c1278,pigment,,,,synthetic
8404659e-bc4d-4edc-b838-b1e4d430be35,pigment,1309-37-1 (iron oxide),,"silica, clay, iron oxides, small amount of manganese dioxide",natural
84060f71-7844-4349-a702-25bf6d32b131,"paint, acrylic",,,,
840af607-4312-4b06-b2b2-71cfdfe33325,pigment,,,,synthetic
841147e6-04c4-4598-b282-fe87c7a5d1b7,wood,,,,natural
84206cd2-e9ec-4e0f-b24f-a6a771a360f0,pastel,,,,
8427a1ea-27ea-4fd0-89c7-ee9e5fe9755a,pigment,,,,
842cd1e1-01bd-4c5a-8503-2cbfd3ad1199,prepared mixture,,,,
8430decd-a71d-47f9-b004-644f4efceeb9,prepared mixture,,,,
843249a5-b7cd-429a-b0a7-6e7d6b9215fb,pigment,,,coal + iron oxides,natural
84348803-eabc-4a03-8188-77b92fdcdd35,"stone, natural",,,,natural
843f0964-0baa-4159-b3fd-4ce36731fda6,wood,,,,natural
84431c4d-3da6-4478-ba28-28976fb204da,pigment,7782-42-5,C,carbon,natural
844a267d-dab0-4c87-b9c8-64ed7856e78c,"stone, natural",,,,natural
844cc0eb-090b-4000-94c0-397e755ac846,"stone, natural",,,,natural
844cced1-416f-479d-a4a0-f42cc3f8904b,"paint, oil-based, water mixable",,,,synthetic
844f7f65-ee51-4b27-ad93-cf993c1c1c5c,"raw material, organic",,,,natural
844fdc58-f2ea-4b35-96a6-3cf4ddfe53bf,pigment,,,,synthetic
8450be9a-4341-4e9b-95c9-2df5ec4bde47,pigment,,,,natural
84514f3b-d012-409a-bd6a-d660150db644,"paint, oil-based",,,,
8457d90c-6824-467a-a7ed-c9b4c66d83fc,ink,,,,
845834dd-bfae-4e63-8cfd-771bbf751baf,"stone, natural",,,,natural
8458bb74-f282-493f-9975-541ea87320f7,wood,,,,natural
845bf1cd-0b35-45de-824e-3a95d52428aa,"paint, oil-based, water mixable",,,,synthetic
845e6a88-cdad-43a7-bd6f-2a30c2d450c7,prepared mixture,,,,
845f5580-0ebd-49df-9afb-0aad3fc29556,"paint, oil-based",,,,synthetic
84677376-48b2-4722-bb52-faf0e7ccf856,additive,,,,synthetic
84678a1e-2961-4780-8dac-6293806362aa,pigment,,,,
8469cb55-5fa6-4b72-a160-30557eb20872,prepared mixture,,,,
846fe60d-e130-4a55-90c0-0bf377d48ecb,"paint, oil-based",,,,synthetic
8470ed3b-8134-43e8-95a1-12a3cd2ec33d,photographic film,,,,synthetic
8476c9bf-3dd0-450f-9d43-02416b6622f3,dye,12640-73-2,,(No chemical name provided),natural
847afae4-543f-4819-8036-9eee805d7e41,"stone, natural",,,,natural
847e262a-c290-4349-9801-3b34f707e5b3,"paint, other",,,,
847e5c62-e1a8-4823-9d25-9976bd4c356e,dye,,,,natural
84809611-176c-4816-918a-bb4d7b00d2d0,pigment,,,,natural
84877ede-5b62-4d12-ae87-965612dfa0fd,dye,,,,synthetic
848c5f79-2bae-4566-90fd-7c11dd94daaf,"stone, natural",,,,natural
848c6a00-a8d9-4288-b2d1-73c4038929b4,gum,9000-30-0,,(No chemical name provided),natural
8494842d-e64a-40af-8edb-7056f5468e6d,photographic paper,,,,synthetic
8494df2f-28d7-41b5-a7eb-3bb50aa01baa,"raw material, inorganic",(No CAS No. Provided),CuS,copper sulfide,natural
84970262-ee6c-4292-80b8-82d5ddbffb43,prepared mixture,,,,
849db4bd-9563-40e3-82a5-859a01b35d55,protein,,,,natural
84a00491-d4d5-4b38-86dd-41c206cd24a0,wood,,,,natural
84a6e221-ef6f-43ff-8ce4-90c86f2f08ad,"paint, watercolor",,,,
84b79ccb-d2c7-4311-88fc-b887d01a28b5,"paint, oil-based",,,,synthetic
84ba272a-2ecd-4982-bcf2-6ba6321a26c8,"resin, natural",,,,natural
84baca9c-4c6d-4fbc-8a93-5656592ac4ea,"stone, natural",,,,natural
84cb69ff-181a-4c2d-b811-c6e175ce0f06,dye,,,,natural
84cf3192-bb41-40bd-8d46-ef5ec5beab94,photographic paper,,,,synthetic
84db8a93-40b9-47d3-bc7d-553fcba0c3fe,"stone, natural",,,,natural
84dcc558-ec90-4d7d-a02e-8404b2270aaf,"stone, natural",,,,natural
84dd5a38-b284-4e3a-bcf6-4f9ab0d9bce2,"paint, oil-based, water mixable",,,,synthetic
84e12213-9905-4367-9ad5-e777452541d2,"resin, natural",9000-45-7,,(No chemical name provided),natural
84e5304f-6642-4e80-aa5f-704bb61eeb80,"resin, synthetic",(No CAS No. Provided),C14H22O(C2H4O)n,(No chemical name provided),synthetic
84e5db9a-9401-43cf-ba9f-4987c55303a0,pigment,68187-05-3,CoO.SnO2,(No chemical name provided),synthetic
84e6a8e9-0854-4606-9707-28dcab913df3,"stone, natural",,,,natural
84f464a9-fab5-4629-ad6f-c999bf4e0f75,"stone, natural",,,,natural
84faf62a-705d-4e16-b31b-6657cbfb13a4,dye,518-47-8,C20H12Na2O5,(No chemical name provided),synthetic
84fb5ea5-f4bb-4bf3-ae49-7b2c59fee2d3,oil,,,,
84fe8f2c-9eeb-4662-b418-8dc3d3691d39,"paint, encaustic",,,"refined beeswax, damar resin",synthetic
85005ba7-5d72-4ccf-a8d5-f6862cf36812,"resin, natural",,,,natural
8502eb55-bc9f-454c-be32-aec59aee5d79,prepared mixture,,,,
850ad7cd-ff65-409a-9772-004745aca028,prepared mixture,,,,
8517b136-0192-4661-b3a2-ba471c68d36c,oil,8001-26-1,,"mostly glycerides of linoleic, linolenic and oleic acids",natural
8519c361-aea2-4368-9894-7f36316b4c3b,"stone, natural",,,,natural
851f438c-5f23-4786-a7f0-ab6671b390a6,pigment,6408-63-5,C28H22N2O8S2,(No chemical name provided),synthetic
8520c42d-69cb-4b6c-8caf-c4debbf01300,"stone, natural",,,"SiO2     74.53%
Al2O3   13.47%
Fe2O3   2.22%
TiO2      0.42%
CaO       1.09%
MgO      0.80%
Na2O    2.61%
K2O      4.86%",natural
8521a01f-5d2d-4b3b-a77f-2e9ef9af347c,"paint, oil-based",147-14-8,C32H16N8Cu,copper phthalocyanine,synthetic
852ccf54-7709-4af8-b1f8-7eb38a94459d,"stone, natural",,,,natural
852d1788-2865-4767-adc9-af720d178afc,pigment,,,iron oxide,
8531d0c0-37d1-4a84-9414-17cb7e6f4e7e,"resin, natural",,,,natural
8531f7e5-7faf-4ec5-a1f1-a7343128c289,wood,,,,natural
85382531-ce67-4a85-8e1f-e7cb3a0022de,"paint, oil-based",,,,
8549b70e-41f6-4d71-9236-244bd4372dcd,textile,,,,synthetic
854acb73-6905-4894-a174-a517224c96d2,pigment,1319-45-5,2CuCO3-Cu(OH)2,"alkaline copper carbonate, copper ore",
854ffc70-6c95-47fe-832a-3b725155d3e4,pigment,1309-37-1 (iron oxide),,"silica, clay, iron oxides, small amount of manganese dioxide",natural
855132f9-1e7d-423d-bd8c-c3c067b309f4,"paint, oil-based, water mixable",,,,synthetic
8559dd1f-bd9b-4092-8178-c1e99f0018dc,pigment,,,,synthetic
855b0cbf-1ea0-4731-8433-13fb912e21df,textile,,,,synthetic
855d4b5f-523e-408d-9b8e-c7bed696da46,protein,9006-50-2,,(No chemical name provided),natural
85627cb5-0314-4991-9e52-9337d84be24a,wood,,,,natural
8564c6c2-6a53-416e-8f88-9033c37f621c,"stone, natural",,,,natural
856649ad-368e-47de-b1ab-fa62354e2abc,"paint, oil-based",,,,
8567f211-6ca4-4831-a1ce-b4ff27e9b87e,"stone, natural",,,,natural
856acb3d-c84f-4cc1-b320-280d55d6f1b8,dye,482-89-3,C16H10N2O2,"2-(1,3-Dihydro-3-oxo-2H-indazol-2-ylidene)-1,2-dihydro-3H-indol-3-one",natural
856e3242-7761-4f16-ad53-42f24a9aad67,oil,8001-26-1,,"mostly glycerides of linoleic, linolenic and oleic acids",natural
856fb191-4931-412b-982e-f4a3e0c49642,"raw material, organic",,,,natural
85806593-e6d5-4ec8-abf4-97bff82d981e,"paint, tempera",,,,
8582a394-f542-4637-b3ac-a3bb2503a912,"resin, natural",,,,natural
858837a9-0daa-4551-8803-94ba38dfa32e,pigment,,,"silica, clay, iron oxides, small amount of manganese dioxide",natural
85888dfb-40f8-42cb-89b3-1d5979a0170b,wax,,,,
85899aba-6939-4e26-82b7-c315e96bc570,"stone, natural",,,,natural
858e31d4-b05c-48e9-b7af-cca389ae70e5,"paint, gouache",,,,synthetic
858f4433-a28d-4ce2-80de-c72393fa1121,dye,,,,natural
85935912-bec3-4234-b3a4-dd0213170e8b,"stone, natural",,,,natural
85949d88-d7bb-48f5-90f4-4540d030a039,prepared mixture,,,,
859cc2ad-3783-4623-b4a2-ddfeea011833,textile,,,,
859d50e2-f9a2-45c3-a3c9-83d12a56088f,"stone, natural",,,,natural
859e1e44-9da1-4a83-81f9-059a4d361696,"paint, oil-based, water mixable",,,,
859fa6de-f227-4726-9a91-d1108462eb09,photographic paper,,,,synthetic
85a39133-74d8-4098-96d3-4ecd2aef1a28,pigment,,,"iron oxide, clay, aluminum, and manganese",natural
85a3c3dc-a448-4ffc-af62-876e0868b168,"resin, synthetic",,,Acetyl Cellulose,synthetic
85a4061a-9394-47ab-987a-75620b1f2c7e,wax,,,,
85a4f669-ef1e-4a5d-8731-93a9ce74c226,"paint, encaustic",,,"microcrystalline wax, purified beeswax, damar resin",synthetic
85adfcb3-c11b-4a53-9562-11bd2b3dca80,"paint, oil-based",,,cadmium zinc sulfide coprecipitated with barium sulfate,synthetic
85ae4aeb-a692-46fc-942e-1f9d329fe0d6,oil,,,,synthetic
85bab8bc-3236-4e4f-9074-645d57c60592,"resin, synthetic",,,,synthetic
85be7a5b-d771-4e30-97a4-82bf834c3f43,photographic film,,,,synthetic
85c89981-ce90-4bad-9ff6-382a6714da10,paper,,,,natural
85cb7a93-b1c7-42d1-ab75-9130edeff470,pigment,1306-23-6 or 106496-20-2,"CdS, CdSe",cadmium sulfoselenide,synthetic
85cfcfda-2518-4d16-bd5d-d7ce50139681,prepared mixture,,,,
85d0a623-6e1f-4f1d-8226-a3b209164ccd,wood,,,,natural
85d22ff2-4c45-412d-9b86-5a8bddf006f6,"stone, natural",,,,natural
85dbecd2-d836-4ff0-81a4-11f4302a1e09,"stone, natural",,,,natural
85dfc114-e773-40cd-8152-cb75d472abaf,pigment,,,,natural
85dff587-f742-4eab-9c46-c366ab4186ea,wood,,,,natural
85e1ddbd-d109-4ba4-9832-b37b93c00419,prepared mixture,,,,
85ec8f40-5a68-4375-a216-14643f07ae58,prepared mixture,,,,
85eed531-019d-4e2d-b803-b4ec8b2874e8,wood,,,,natural
85f0a3b0-9b4f-4fcb-8830-8bf31a929cae,wood,,,,natural
85fbb3dc-c7b2-4a99-8f1f-ecabc0ea4c81,prepared mixture,,,,
8608a90b-ec69-4bff-bb73-55baa54de34f,"stone, natural",,,,natural
860b9da1-e249-4019-b7a4-5f6c35ead806,gum,,,,natural
861410f5-a8e0-4fe7-8ab1-a8c6c5a90d04,prepared mixture,,,,
8627405d-0521-468e-ae66-92770e54f9c5,sample book,,,,
862ac1ac-3e50-4ec5-85f3-821f7bd09bfe,"paint, watercolor",,,,
8635276a-1af5-4ad2-884d-daa903b31a5f,filler,,,calcium sulphate and calcium carbonate,natural
863c23ff-b5a5-4375-8224-13d49ea65201,prepared mixture,,,,
8640e11c-07bd-4ace-a52d-ae6b40fc44b1,additive,9002-93-1,,Octylphenoxypolyethoxyethanol (70% aqueous soln),synthetic
8648b261-85ae-4b35-8f16-b6bfe0cd06a8,oil,8024-09-7,,(No chemical name provided),natural
8649df4b-2013-4b39-942a-9cf7698ae822,"raw material, organic",,,,natural
864a91cb-3eba-4289-a844-7b2fea0dc387,prepared mixture,,,,
865074cb-6a7a-4358-ab56-b62c60943e60,"stone, natural",,,,natural
86545dc4-a73e-43c0-873d-2f9352628d47,photographic paper,,,,synthetic
86549c65-fdf8-4c12-b51b-63c3c0d6a26d,pigment,13455-36-2,Co3(PO4)2,Cobalt phosphate,
865b20e2-45d4-4aaf-9d51-31fda10254ca,pigment,,,,
865ff414-b756-4088-a916-fe1e2dd9a9b6,"stone, natural",,,"SiO2      60.71%
Al2O3   15.64%
Fe2O3   6.05 %
TiO2     1.11%
CaO      4.59%
MgO     2.98%
Na2O    3.21%
K2O      3.63%
MnO     0.08%
P2O5    0.32%
H2O      1.36%",natural
866432da-55dc-4f1a-9bf3-ff8c543a203c,"paint, oil-based",,,,
86643b4d-4f14-4c5a-8eff-4efb3e17c10d,pigment,,,,natural
8664f200-bce5-45e4-84c9-aadc75ff5bda,prepared mixture,,,,
8667aee2-45ea-4937-afc6-0e5ac982095d,dye,481-42-5,C11H8O3,"5-Hydroxy-2-methyl-1,4-naphthoquinone",natural
8667fe95-6091-4314-8fe1-6ad8c8c8d58a,"stone, natural",,,,natural
8668b3f3-34c0-4507-b556-c97b34892c1e,varnish,,,,
8669d427-3616-444e-82ec-906ed17e5237,pigment,1308-38-9,,Chrome(III)oxide,synthetic
8670e1ae-9f3f-42ff-9da4-37e1a08280e6,gum,,,,natural
8673e892-4740-4021-9389-725644ced48f,photographic film,,,,synthetic
86775e37-266f-43c1-b003-6de86279a7da,prepared mixture,,,,
8681747d-a24f-4dab-bcec-5768d0a6a71a,oil,8008-74-0,,"mostly glycerides of linoleic, oleic, palmetic and stearic acids",natural
868730d0-dfed-49e7-828c-f839db72e202,"stone, natural",,,,natural
8689d6c5-0a50-4b5b-9254-9464ec7805e7,prepared mixture,,,,
8689f040-db4a-41fc-87f7-09b10e599875,pigment,1309-37-1 (iron oxide),,"silica, clay, iron oxides, small amount of manganese dioxide",natural
868d42b1-fd61-494b-a949-10b7f8359575,prepared mixture,,,,
86943841-d85b-479f-9303-a42465f43e42,"paint, oil-based",,,,
86958b94-7689-48d7-9bf9-a4ccc747a825,"paint, acrylic",,,"nickel, cobalt, titanium oxides",natural
86997600-d3ab-43f1-a2da-5817bcab2570,"raw material, organic",,,,natural
869edc6a-e777-43c8-b458-e7159f72dcfc,pigment,12713-03-0 or 1309-37-1,MnO2 + Fe(OH)3,manganese dioxide + iron hydroxide,natural
86a04359-da14-41ce-9cf3-ff3fa0f5ad58,pigment,1309-37-1,Fe2O3,iron oxide,synthetic
86a066a8-3583-4427-b3b5-aa22c859ee00,"stone, natural",,,,natural
86a06965-ebb6-4719-aa57-b90031295eb8,dye,1324-63-6,C34H42O20,(No chemical name provided),natural
86a539fe-0806-4908-9f7d-478cc8453d87,"stone, natural",,,,natural
86a72800-c486-4a98-80f6-30332ae400b6,prepared mixture,,,,
86afb963-ad3d-4464-9af3-ccf2fe7b1599,pigment,,,,
86b153bd-146e-415a-85e7-21e4948c1b19,other material,(No CAS No. Provided),NaCl,sodium chloride,natural
86b37669-7b4b-40e3-be26-69a18ffc6e55,"stone, natural",,,,natural
86b9eff2-5abf-4f69-9c89-6e8d1fba9447,"paint, oil-based",,,,synthetic
86bf2b2e-7c2e-4442-ab48-ba7a7cf77157,"raw material, organic",,,,natural
86c32903-feed-471e-a522-dc4f7a6e35c6,dye,,,,natural
86ce2148-6913-4d5c-a276-75368262233e,prepared mixture,,,,
86d73e37-8703-45a9-8a39-f1242f479635,wood,,,,natural
86dd3167-8733-4938-99c0-e7ba1fb330f3,oil,8001-21-6,,mostly glycerides of linoleic and oleic acids,natural
86e006ef-add3-40cd-8563-d24fd3e3a096,glass,5997-17-3,,"C-Glass composed principally of oxides of silicon, aluminium, calcium, boron and magnesium fused in an amorphous vitreous state",synthetic
86e029d4-3883-425d-8f75-a7a0ac32adae,"resin, natural",,,,natural
86e0ca02-1e25-48ea-9bcb-4a0db9604f5b,"resin, natural",,,,natural
86fcefb5-a950-4294-8add-c1403bea4d47,pigment,7778-18-9,CaSO4,calcium sulfate,natural
870334bf-144f-49cf-a12c-ef5b992300f8,"stone, natural",,,,natural
870fd414-8682-469b-8bb9-9e2674dd9580,pigment,,,,natural
87146176-cabb-4027-ae7c-8daef8a97358,wax,8012-89-3,,(No chemical name provided),natural
871913f9-3b88-4b2b-bc87-8e1d7b3699c8,"paint, oil-based",,,,
871d909d-48f3-4216-be14-371b85efc138,"paint, oil-based",,,,
871f286b-9746-42df-9a6a-86618e8072c7,pigment,(No CAS No. Provided),PbSn2O3,Lead Stannate,synthetic
87209536-aefe-4931-9fbd-0db7b02e1b4e,photographic film,,,,synthetic
87210eb3-a6bd-4052-ac58-440e698fc6f3,wood,,,,natural
8725c8bc-cdb8-4e1d-a3a6-8ef240755b27,"stone, natural",,,,natural
872852e3-0962-4500-bfe7-51784d45116b,"stone, natural",,,,natural
872bd8b9-4277-4824-973b-e217dc198c71,leather,,,,natural
8736f533-9b2f-4258-8961-9b344e1c5108,"paint, acrylic",,,,synthetic
8739c2ba-69f3-4e18-a2b6-5761abbc52fd,varnish,,,metal complex dye with Cr(III),
