row,field_name,sample_uuid,SampRpt,report_uuid,SampID,SampBy,samp_by_edit 1,samp_by_edit 2,samp_by_edit 3,samp_by_edit 4,SampDate,SampDate_edtf,SampMaterial,SampType,FieldProj,Country,place_uuid,country_new_uuid,Site/Provenance,SubSite,SampLoc,SampDescript,StoreLoc
1326,Field Sample 1326,eeb58713-2259-44c7-b10b-f31866888899,,,QV66_S11,,,,,,,,Plaster,,QV NEF,Egypt,e37e4bc7-188b-48ac-b510-9ac596b79756,,"Queens Valley, West Bank, Luxor",QV 66,,Lower plaster. Analyzed by Petroclays as sample # 11. Also taken from Fragment 1.,1-5-I
1327,Field Sample 1327,c5e88465-0b4d-4a51-9635-4b84c0d464cb,,,QV66_S12,,,,,,,,Plaster,,QV NEF,Egypt,e37e4bc7-188b-48ac-b510-9ac596b79756,,"Queens Valley, West Bank, Luxor",QV 66,,Upper plaster. Analyzed by Petroclays as sample # 12. Also taken from Fragment 1.,1-5-I
1328,Field Sample 1328,be20771c-8f0a-4605-b8be-16e7893c7d19,,,QV66_S13,,,,,,,,,Thin-section,QV NEF,Egypt,e37e4bc7-188b-48ac-b510-9ac596b79756,,"Queens Valley, West Bank, Luxor",QV 66,,Thin section prepared and analyzed by Petroclays as sample # 13. Taken from Fragment 2B.,1-5-I
1329,Field Sample 1329,84fc0c25-05a5-4609-bd2a-2c5ef5f03ed0,,,QV66_S13,,,,,,,,Plaster,,QV NEF,Egypt,e37e4bc7-188b-48ac-b510-9ac596b79756,,"Queens Valley, West Bank, Luxor",QV 66,,Analyzed by Petroclays as sample # 13. Taken from Fragment 2B.,1-5-I
1330,Field Sample 1330,936629b2-f9ad-4805-b5d7-69a6e16df16e,,,QV66_S14,,,,,,,,,Thin-section,QV NEF,Egypt,e37e4bc7-188b-48ac-b510-9ac596b79756,,"Queens Valley, West Bank, Luxor",QV 66,,Thin section prepared and analyzed by Petroclays as sample # 14. Taken from Fragment 3.,1-5-I
1331,Field Sample 1331,80f17b1e-e1fd-4bde-99f8-d7ced0d24424,,,QV66_S14,,,,,,,,Plaster,,QV NEF,Egypt,e37e4bc7-188b-48ac-b510-9ac596b79756,,"Queens Valley, West Bank, Luxor",QV 66,,Lower plaster. Analyzed by Petroclays as sample # 14. Taken from Fragment 3.,1-5-I
1332,Field Sample 1332,5a40165b-6f4e-4694-9d56-0f050250506a,,,QV66_S15,,,,,,,,,Thin-section,QV NEF,Egypt,e37e4bc7-188b-48ac-b510-9ac596b79756,,"Queens Valley, West Bank, Luxor",QV 66,,Thin section prepared and analyzed by Petroclays as sample # 15. Includes 2 plaster layers.Taken from Fragment 4.,1-5-I
1333,Field Sample 1333,1053f589-6235-498e-ba2e-acc408113c52,,,QV66_S16,,,,,,,,Plaster,,QV NEF,Egypt,e37e4bc7-188b-48ac-b510-9ac596b79756,,"Queens Valley, West Bank, Luxor",QV 66,,Lower plaster. Analyzed by Petroclays as sample # 16. Taken from Fragment 4.,1-5-I
1334,Field Sample 1334,2e971f00-8987-4ff2-9404-6401ec6806ab,,,QV66_S16,,,,,,,,Straw,,QV NEF,Egypt,e37e4bc7-188b-48ac-b510-9ac596b79756,,"Queens Valley, West Bank, Luxor",QV 66,,Straw isolated from plaster. Analyzed by Petroclays as sample # 16. Taken from Fragment 4.,1-5-I
1335,Field Sample 1335,382bf1b5-040e-4556-b0ee-cb8a4b75e521,,,QV66_S17,,,,,,,,Plaster,Thin-section,QV NEF,Egypt,e37e4bc7-188b-48ac-b510-9ac596b79756,,"Queens Valley, West Bank, Luxor",QV 66,,Thin section prepared and analyzed by Petroclays as sample # 17. Includes 2 plaster layers.Taken from Fragment 15A.,1-5-I
1336,Field Sample 1336,54964cdf-787d-4cac-8fcd-0399b2f5e43b,,,QV66_S18&19,,,,,,,,Plaster,,QV NEF,Egypt,e37e4bc7-188b-48ac-b510-9ac596b79756,,"Queens Valley, West Bank, Luxor",QV 66,,Prepared and analyzed by Petroclays as samples # 18 (lower plaster) & 19 (upper plaster). Includes 2 plaster layers.Taken from Fragment 15A.,1-5-I
1337,Field Sample 1337,cc5cdef1-0885-457e-9711-15ea276b18d6,,,GCI-89-0005,,,,,,1989,1989,Paint,,QV NEF,Egypt,e37e4bc7-188b-48ac-b510-9ac596b79756,,"Queens Valley, West Bank, Luxor",QV 66,,"""Red capsule #1 - green""",1-5-I
1338,Field Sample 1338,2051a06f-d7cc-4513-bc51-aa03243bff73,,,GCI-89-0006,,,,,,1989,1989,Paint,,QV NEF,Egypt,e37e4bc7-188b-48ac-b510-9ac596b79756,,"Queens Valley, West Bank, Luxor",QV 66,,"""Red capsule #2 - blue""",1-5-I
1339,Field Sample 1339,48d07bfd-0e05-41f5-9dd9-2a07fae94300,,,GCI-89-0028,,,,,,1989,1989,Paint,,QV NEF,Egypt,e37e4bc7-188b-48ac-b510-9ac596b79756,,"Queens Valley, West Bank, Luxor",QV 66,,"""Red capsule #3 - red""",1-5-I
1340,Field Sample 1340,1efdeb05-f83d-427f-86aa-e91c92973018,,,GCI-89-0029,,,,,,1989,1989,Paint,,QV NEF,Egypt,e37e4bc7-188b-48ac-b510-9ac596b79756,,"Queens Valley, West Bank, Luxor",QV 66,,"""Red capsule #5 - black""",1-5-I
1341,Field Sample 1341,91c79b1b-0230-4260-83b6-3fb36bc4e439,,,GCI-89-0030,,,,,,1989,1989,Paint,,QV NEF,Egypt,e37e4bc7-188b-48ac-b510-9ac596b79756,,"Queens Valley, West Bank, Luxor",QV 66,,"""Yellow capsule #1 - green""",1-5-I
1342,Field Sample 1342,bb869677-f61a-4469-906c-6ad94d1c4ac6,,,GCI-89-0031,,,,,,1989,1989,Paint,,QV NEF,Egypt,e37e4bc7-188b-48ac-b510-9ac596b79756,,"Queens Valley, West Bank, Luxor",QV 66,,"""Yellow capsule # 3 - red""",1-5-I
1343,Field Sample 1343,17f111a8-8d79-400c-9918-8a2f25f73c58,,,GCI-89-0032,,,,,,1989,1989,Paint,,QV NEF,Egypt,e37e4bc7-188b-48ac-b510-9ac596b79756,,"Queens Valley, West Bank, Luxor",QV 66,,"""Yellow capsule #4 - yellow""",1-5-I
1344,Field Sample 1344,54bee8ec-25ba-4a3c-a4c6-3035b4638f66,,,GCI-89-0033,,,,,,1989,1989,Paint,,QV NEF,Egypt,e37e4bc7-188b-48ac-b510-9ac596b79756,,"Queens Valley, West Bank, Luxor",QV 66,,"""Yellow capsule # 5 - black""",1-5-I
1345,Field Sample 1345,7dc62ea0-c0e7-4094-9050-7b3a376b2ad2,,,GCI-89-0034,,,,,,1989,1989,Paint,,QV NEF,Egypt,e37e4bc7-188b-48ac-b510-9ac596b79756,,"Queens Valley, West Bank, Luxor",QV 66,,"""Green capsule # 1 - green""",1-5-I
1346,Field Sample 1346,6f5ef999-2649-4ded-86dd-54e7d905e2c6,,,GCI-89-0035,,,,,,1989,1989,Paint,,QV NEF,Egypt,e37e4bc7-188b-48ac-b510-9ac596b79756,,"Queens Valley, West Bank, Luxor",QV 66,,"""Green capsule #2 - blue""",1-5-I
1347,Field Sample 1347,c441e984-0b85-4730-91d1-fbe92338837b,,,GCI-89-0036,,,,,,1989,1989,Paint,,QV NEF,Egypt,e37e4bc7-188b-48ac-b510-9ac596b79756,,"Queens Valley, West Bank, Luxor",QV 66,,"""Green capsule # 4 - yellow""",1-5-I
1348,Field Sample 1348,39769d81-c358-4e2d-9842-40497b062c63,,,GCI-89-0037,,,,,,1989,1989,Paint,,QV NEF,Egypt,e37e4bc7-188b-48ac-b510-9ac596b79756,,"Queens Valley, West Bank, Luxor",QV 66,,"""Green capsule # 5 - black""",1-5-I
1349,Field Sample 1349,583b58f0-3649-483e-9b58-3c9169b97f0b,,,QV66_1989_S01,Neville Agnew,Neville Agnew,,,,19891118,1989-11-18,Salt,,QV NEF,Egypt,e37e4bc7-188b-48ac-b510-9ac596b79756,,"Queens Valley, West Bank, Luxor",QV 66,Ceiling of innermost chamber,Salt whiskers,1-5-I
1350,Field Sample 1350,990a9bf5-a23c-4457-b855-c0723a9f7a84,,,QV66_1989_S02,Neville Agnew,Neville Agnew,,,,19891118,1989-11-18,Salt,,QV NEF,Egypt,e37e4bc7-188b-48ac-b510-9ac596b79756,,"Queens Valley, West Bank, Luxor",QV 66,Ceiling of innermost chamber,Salt - massive,1-5-I
1351,Field Sample 1351,d4f175c6-23c6-4c01-b1b2-053fcc3b86db,,,QV66_1989_S03,L. Mora,L. Mora,,,,19891118,1989-11-18,Plaster,,QV NEF,Egypt,e37e4bc7-188b-48ac-b510-9ac596b79756,,"Queens Valley, West Bank, Luxor",QV 66,,Plaster,1-5-I
1352,Field Sample 1352,47577ad8-42f1-4d11-8d4b-8e6a56703aa4,,,QV66_1989_S04,L. Mora,L. Mora,,,,19891118,1989-11-18,Salt,,QV NEF,Egypt,e37e4bc7-188b-48ac-b510-9ac596b79756,,"Queens Valley, West Bank, Luxor",QV 66,Exterior of tomb,Gypsum?,1-5-I
1353,Field Sample 1353,4c0b5ca5-a658-4e83-8cc9-7b8da1534aae,,,QV66_1989_S05,L. Mora,L. Mora,,,,19891118,1989-11-18,Salt,,QV NEF,Egypt,e37e4bc7-188b-48ac-b510-9ac596b79756,,"Queens Valley, West Bank, Luxor",QV 66,Exterior of tomb,Gypsum?,1-5-I
1354,Field Sample 1354,1d674173-879a-4bea-b0da-1e103df6f6ec,,,QV66_1989_S06,Neville Agnew,Neville Agnew,,,,19891118,1989-11-18,Salt,,QV NEF,Egypt,e37e4bc7-188b-48ac-b510-9ac596b79756,,"Queens Valley, West Bank, Luxor",QV 66,,Plaster with varnished surface,1-5-I
1355,Field Sample 1355,e664ae56-70d6-4a8b-a1ff-48e95f0c2bfd,,,QV_NEF_01,,,,,,,,Plaster,,QV NEF,Egypt,e37e4bc7-188b-48ac-b510-9ac596b79756,,"Queens Valley, West Bank, Luxor",QV 66,,,1-5-I
1356,Field Sample 1356,d5086913-e712-46b7-b786-8454311c4629,,,QV_NEF_02,,,,,,,,Plaster,,QV NEF,Egypt,e37e4bc7-188b-48ac-b510-9ac596b79756,,"Queens Valley, West Bank, Luxor",QV 66,,,1-5-I
1357,Field Sample 1357,66ee15e2-35da-4039-9682-708e0bd8c2bd,,,QV_NEF_03,,,,,,,,Plaster,,QV NEF,Egypt,e37e4bc7-188b-48ac-b510-9ac596b79756,,"Queens Valley, West Bank, Luxor",QV 66,,,1-5-I
1358,Field Sample 1358,9f91671d-5c8d-4527-98f6-771e449b2d13,,,QV_NEF_04,,,,,,,,Plaster,,QV NEF,Egypt,e37e4bc7-188b-48ac-b510-9ac596b79756,,"Queens Valley, West Bank, Luxor",QV 66,,,1-5-I
1359,Field Sample 1359,11ebdf8d-2685-4569-af2e-3dfc9a248e60,,,QV_NEF_05,,,,,,,,Plaster,,QV NEF,Egypt,e37e4bc7-188b-48ac-b510-9ac596b79756,,"Queens Valley, West Bank, Luxor",QV 66,,2 plaster layers,1-5-I
1360,Field Sample 1360,2845cd91-7452-4f07-ad1c-fa936e23abfa,,,QV_NEF_06,,,,,,,,Salt,,QV NEF,Egypt,e37e4bc7-188b-48ac-b510-9ac596b79756,,"Queens Valley, West Bank, Luxor",QV 66,,"White compact material, vertical striations, one vertical line across whole fragment. Gypsum? Labelled as ""Gypsum sample #1""",1-5-I
1361,Field Sample 1361,f8023a65-01ae-40ec-8249-8399f8890657,,,QV_NEF_07,,,,,,,,Salt,,QV NEF,Egypt,e37e4bc7-188b-48ac-b510-9ac596b79756,,"Queens Valley, West Bank, Luxor",QV 66,,"White compact material, vertical striations, one vertical line across whole fragment. Gypsum? Labelled as ""Gypsum sample #2""",1-5-I
1362,Field Sample 1362,e06ef323-4e5e-4432-b0ed-04a90ab8620d,,,QV_NEF_08,,,,,,,,Salt,,QV NEF,Egypt,e37e4bc7-188b-48ac-b510-9ac596b79756,,"Queens Valley, West Bank, Luxor",QV 66,,"White compact material, vertical striations, one vertical line across whole fragment. Gypsum? Labelled as ""Gypsum sample #3""",1-5-I
1363,Field Sample 1363,7b84039d-c436-429e-96d3-854d440c74d3,,,QV_NEF_09,,,,,,,,Salt,,QV NEF,Egypt,e37e4bc7-188b-48ac-b510-9ac596b79756,,"Queens Valley, West Bank, Luxor",QV 66,,"Compact, translucent material with vertical striations. Whisker-like formation. Labelled ""Salt samples, niche top. 14-1-83""",1-5-I
1364,Field Sample 1364,ebfb5ea6-715b-46d6-bf22-2b990cbab577,,,QV_NEF_10,,,,,,1986?,1986?,Plaster,,QV NEF,Egypt,e37e4bc7-188b-48ac-b510-9ac596b79756,,"Queens Valley, West Bank, Luxor",QV 66,,"Plaster layer, evidence of having been packed between rocks. Limestone aggregate, sand. Taken from box labelled ""Plaster fragments from box in Niche Q""",1-5-I
1365,Field Sample 1365,3b3fa255-bed9-408d-938e-2fdeddf726db,,,QV_NEF_11,,,,,,1986?,1986?,Plaster,,QV NEF,Egypt,e37e4bc7-188b-48ac-b510-9ac596b79756,,"Queens Valley, West Bank, Luxor",QV 66,,"Unidentified surface layer, possibly modern coating. One buff plaster layer with limestone chips. Taken from box labelled ""Plaster fragments from box in Niche Q""",1-5-I
1366,Field Sample 1366,f6056c0c-8e6f-4257-9fd1-168bdf6447ef,,,QV_NEF_12,,,,,,1986?,1986?,Plaster,,QV NEF,Egypt,e37e4bc7-188b-48ac-b510-9ac596b79756,,"Queens Valley, West Bank, Luxor",QV 66,,"Unidentified surface layer, possibly modern coating. One buff plaster layer with limestone chips. Taken from box labelled ""Plaster fragments from box in Niche Q""",1-5-I
1367,Field Sample 1367,47722991-1979-4f14-9a52-5d235e148d2b,,,QV_NEF_13,,,,,,1986?,1986?,Plaster,,QV NEF,Egypt,e37e4bc7-188b-48ac-b510-9ac596b79756,,"Queens Valley, West Bank, Luxor",QV 66,,"Unidentified surface layer, possibly modern coating. One buff plaster layer with limestone chips. Taken from box labelled ""Plaster fragments from box in Niche Q""",1-5-I
1368,Field Sample 1368,695a8129-ce37-4194-9089-fa0866860d02,,,QV_NEF_14A,,,,,,19860916,1986-09-16,Plaster,,QV NEF,Egypt,e37e4bc7-188b-48ac-b510-9ac596b79756,,"Queens Valley, West Bank, Luxor",QV 66,"Labelled ""Plaster samples taken from ceiling of Niche Q"".",Plaster,1-5-I
1369,Field Sample 1369,b5c5ef50-eae1-4ea5-bc68-d3d5c1ef2474,,,QV_NEF_14B,,,,,,19860916,1986-09-16,Plaster,,QV NEF,Egypt,e37e4bc7-188b-48ac-b510-9ac596b79756,,"Queens Valley, West Bank, Luxor",QV 66,"Labelled ""Plaster samples taken from ceiling of Niche Q"".",Plaster,1-5-I
1370,Field Sample 1370,42438c28-7a7c-4e46-8734-56505563a2c7,,,QV_NEF_14C,,,,,,19860916,1986-09-16,Plaster,,QV NEF,Egypt,e37e4bc7-188b-48ac-b510-9ac596b79756,,"Queens Valley, West Bank, Luxor",QV 66,"Labelled ""Plaster samples taken from ceiling of Niche Q"".",Plaster,1-5-I
1371,Field Sample 1371,43803f10-a577-456d-9466-61d467a21a8d,,,QV_NEF_14D,,,,,,19860916,1986-09-16,Plaster,,QV NEF,Egypt,e37e4bc7-188b-48ac-b510-9ac596b79756,,"Queens Valley, West Bank, Luxor",QV 66,"Labelled ""Plaster samples taken from ceiling of Niche Q"".",Plaster,1-5-I
1372,Field Sample 1372,003b1be3-0897-4fbb-8b76-ff905d4b56c0,,,QV_NEF_15A,,,,,,19860916,1986-09-16,Plaster,,QV NEF,Egypt,e37e4bc7-188b-48ac-b510-9ac596b79756,,"Queens Valley, West Bank, Luxor",QV 66,"Labelled ""Plaster samples taken from ceiling of Niche Q"".",Sample now exisits under numbers QV66_S17 and QV66_S18&19.,1-5-I
1373,Field Sample 1373,2ee74eee-51dc-4d5e-b3ba-981e90d29130,,,QV_NEF_15B,,,,,,19860916,1986-09-16,Plaster,,QV NEF,Egypt,e37e4bc7-188b-48ac-b510-9ac596b79756,,"Queens Valley, West Bank, Luxor",QV 66,"Labelled ""Plaster samples taken from ceiling of Niche Q"".",Plaster,1-5-I
1374,Field Sample 1374,2d27a795-88b9-42a4-ab22-5642cb8fbeda,,,QV_NEF_15C,,,,,,19860916,1986-09-16,Plaster,,QV NEF,Egypt,e37e4bc7-188b-48ac-b510-9ac596b79756,,"Queens Valley, West Bank, Luxor",QV 66,"Labelled ""Plaster samples taken from ceiling of Niche Q"".",Plaster,1-5-I
1375,Field Sample 1375,acb0df86-4a48-4ff0-ade3-1f250a94f563,,,QV_NEF_15D,,,,,,19860916,1986-09-16,,,QV NEF,Egypt,e37e4bc7-188b-48ac-b510-9ac596b79756,,"Queens Valley, West Bank, Luxor",QV 66,"Labelled ""Plaster samples taken from ceiling of Niche Q"".",Plaster,1-5-I
1376,Field Sample 1376,d6d799f3-2744-4ed2-9732-7950d9e00158,,,QV_NEF_15E,,,,,,19860916,1986-09-16,,,QV NEF,Egypt,e37e4bc7-188b-48ac-b510-9ac596b79756,,"Queens Valley, West Bank, Luxor",QV 66,"Labelled ""Plaster samples taken from ceiling of Niche Q"".",Plaster,1-5-I
1377,Field Sample 1377,e27b2a8b-4a46-4ebf-9446-2aa29528b33b,,,QV_NEF_15F,,,,,,19860916,1986-09-16,,,QV NEF,Egypt,e37e4bc7-188b-48ac-b510-9ac596b79756,,"Queens Valley, West Bank, Luxor",QV 66,"Labelled ""Plaster samples taken from ceiling of Niche Q"".",Plaster,1-5-I
1378,Field Sample 1378,50a52d4f-8b1a-48e8-80aa-7c1295b4ab76,,,QV_NEF_15G,,,,,,19860916,1986-09-16,,,QV NEF,Egypt,e37e4bc7-188b-48ac-b510-9ac596b79756,,"Queens Valley, West Bank, Luxor",QV 66,"Labelled ""Plaster samples taken from ceiling of Niche Q"".",Plaster,1-5-I
1379,Field Sample 1379,eaeac469-2018-41f0-8b5d-a92ac2856ac1,,,QV_NEF_15H,,,,,,19860916,1986-09-16,Plaster,,QV NEF,Egypt,e37e4bc7-188b-48ac-b510-9ac596b79756,,"Queens Valley, West Bank, Luxor",QV 66,"Labelled ""Plaster samples taken from ceiling of Niche Q"".",Plaster,1-5-I
1380,Field Sample 1380,90d623e8-4f64-4f8e-865b-fbcd0f3079a4,,,QV_NEF_15I,,,,,,19860916,1986-09-16,Plaster,,QV NEF,Egypt,e37e4bc7-188b-48ac-b510-9ac596b79756,,"Queens Valley, West Bank, Luxor",QV 66,"Labelled ""Plaster samples taken from ceiling of Niche Q"".",Plaster,1-5-I
1381,Field Sample 1381,ba627b68-d8d9-4e14-8722-cde1700c962d,,,QV_NEF_15J,,,,,,19860916,1986-09-16,Plaster,,QV NEF,Egypt,e37e4bc7-188b-48ac-b510-9ac596b79756,,"Queens Valley, West Bank, Luxor",QV 66,"Labelled ""Plaster samples taken from ceiling of Niche Q"".",Plaster,1-5-I
1382,Field Sample 1382,059eb1fa-ff19-45a3-804a-f5d9b0b190eb,,,QV_NEF_15K,,,,,,19860916,1986-09-16,Plaster,,QV NEF,Egypt,e37e4bc7-188b-48ac-b510-9ac596b79756,,"Queens Valley, West Bank, Luxor",QV 66,"Labelled ""Plaster samples taken from ceiling of Niche Q"".",Plaster,1-5-I
1383,Field Sample 1383,d2b9d8db-a60d-4201-8518-fa790570157a,,,QV_NEF_16A-C,,,,,,19860916,1986-09-16,Plaster,,QV NEF,Egypt,e37e4bc7-188b-48ac-b510-9ac596b79756,,"Queens Valley, West Bank, Luxor",QV 66,"Labelled ""Plaster samples taken from ceiling of Niche Q"".",Plaster,1-5-I
1384,Field Sample 1384,85205277-d5ff-4046-a41f-cebb30307a99,,,QV_NEF_16D-F,,,,,,19860916,1986-09-16,Plaster,,QV NEF,Egypt,e37e4bc7-188b-48ac-b510-9ac596b79756,,"Queens Valley, West Bank, Luxor",QV 66,"Labelled ""Plaster samples taken from ceiling of Niche Q"".",Plaster,1-5-I
1385,Field Sample 1385,eddc9ada-7409-4cf3-8b6d-c4c28d85456e,,,QV_NEF_17,,,,,,19860916,1986-09-16,Plaster,,QV NEF,Egypt,e37e4bc7-188b-48ac-b510-9ac596b79756,,"Queens Valley, West Bank, Luxor",QV 66,"Labelled ""Plaster samples taken from ceiling of Niche Q"".",Plaster,1-5-I
1386,Field Sample 1386,742aab4a-bdae-4b53-9552-4d9f72a9c721,,,QV_NEF_18,,,,,,19860916,1986-09-16,Plaster,,QV NEF,Egypt,e37e4bc7-188b-48ac-b510-9ac596b79756,,"Queens Valley, West Bank, Luxor",QV 66,"Labelled ""Plaster samples taken from ceiling of Niche Q"".",Plaster,1-5-I
1387,Field Sample 1387,6953e5c0-2a29-4df1-afbf-6255d60d3cf3,,,RPC 1,Page & Turnbull,Page & Turnbull,,,,20080731,2008-07-31,,,,United States,12ab92a6-0269-49b0-a116-6998fd2ce65f,,Royal Presidio Chapel,,,Sample 1 (77-6E). Orange dado/red column,1-6-F
1388,Field Sample 1388,41461762-07ed-4c84-8377-53d9892e157f,,,RPC 2,Page & Turnbull,Page & Turnbull,,,,20080731,2008-07-31,,,,United States,12ab92a6-0269-49b0-a116-6998fd2ce65f,,Royal Presidio Chapel,,North-east window,Sample 2 (61-9E). North-east window surround,1-6-F
1389,Field Sample 1389,658b84a1-add9-4aa9-b7ad-69d85ca62f23,,,RPC 3,Page & Turnbull,Page & Turnbull,,,,20080731,2008-07-31,,,,United States,12ab92a6-0269-49b0-a116-6998fd2ce65f,,Royal Presidio Chapel,,North-east spandrel,Sample 3 (59-14E). North-east spandrel,1-6-F
1390,Field Sample 1390,962749b9-98df-4c4e-8c16-d095c4d9dd3f,,,RPC 4,Page & Turnbull,Page & Turnbull,,,,20080731,2008-07-31,,,,United States,12ab92a6-0269-49b0-a116-6998fd2ce65f,,Royal Presidio Chapel,,North-east arch,Sample 4 (60-14E). North-east arch,1-6-F
1391,Field Sample 1391,0e46907d-f73a-45ae-9fb2-f600cbb23b14,,,RPC 5,Page & Turnbull,Page & Turnbull,,,,20080731,2008-07-31,,,,United States,12ab92a6-0269-49b0-a116-6998fd2ce65f,,Royal Presidio Chapel,,East Diamond,Sample 5 (35-8E). East Diamond Dado,1-6-F
1392,Field Sample 1392,ed79862d-8a2f-427f-b191-ca2db9324ffd,,,RPC 6,Page & Turnbull,Page & Turnbull,,,,20080731,2008-07-31,,,,United States,12ab92a6-0269-49b0-a116-6998fd2ce65f,,Royal Presidio Chapel,,West front,"Sample 6 (78-1W). West front, red details",1-6-F
1393,Field Sample 1393,1e4754f0-4d37-46ba-8bad-d2a4feb966a1,,,RPC 7,Page & Turnbull,Page & Turnbull,,,,20080731,2008-07-31,,,,United States,12ab92a6-0269-49b0-a116-6998fd2ce65f,,Royal Presidio Chapel,,North banderol,Sample 7 (71-NW). North banderol,1-6-F
1394,Field Sample 1394,e1b85ce6-c6be-48eb-9f79-7c7f5cbac465,,,RPC 8,Page & Turnbull,Page & Turnbull,,,,20080731,2008-07-31,,,,United States,12ab92a6-0269-49b0-a116-6998fd2ce65f,,Royal Presidio Chapel,,Choir Loft,Sample 8 (56-NW). Choir loft figure,1-6-F
1395,Field Sample 1395,095aea36-26dc-4eee-ba54-c96a1b84cf4a,,,RPC 9,Page & Turnbull,Page & Turnbull,,,,20080731,2008-07-31,,,,United States,12ab92a6-0269-49b0-a116-6998fd2ce65f,,Royal Presidio Chapel,,,Sample 9 (47-6W). Orange dado,1-6-F
1396,Field Sample 1396,6ed9c9b1-e1a6-4074-b6a9-553b950858a3,,,RPC 10,Page & Turnbull,Page & Turnbull,,,,20080731,2008-07-31,,,,United States,12ab92a6-0269-49b0-a116-6998fd2ce65f,,Royal Presidio Chapel,,,Sample 10 (38-6E). Black leaves,1-6-F
1397,Field Sample 1397,d3c7302e-4a26-4025-9ca9-954b33a9cb14,,,RPC 11,Page & Turnbull,Page & Turnbull,,,,20080731,2008-07-31,,,,United States,12ab92a6-0269-49b0-a116-6998fd2ce65f,,Royal Presidio Chapel,,East Portada,Sample 11 (67-EP). East Portada dado,1-6-F
1398,Field Sample 1398,98fb39e7-182d-40dd-a656-205bccf24499,,,RPC 12,Page & Turnbull,Page & Turnbull,,,,20080731,2008-07-31,,,,United States,12ab92a6-0269-49b0-a116-6998fd2ce65f,,Royal Presidio Chapel,,,Sample 12 (76-7W). High Ochre dado,1-6-F
1399,Field Sample 1399,42bfe89d-8ceb-446f-bea7-d2c1cd3da89a,"See Analytical Investigation: Summary of results, Shuxiang Temple, Chengde (November 2004)",86156fa5-6c16-43f8-842c-6717c5e5a2cd,SX.HC.F02.S01,GCI/Chengde Bureau,Getty Conservation Institute,Chengde Bureau,,,Fall 2002,2002-23,Painted plaster (caihua),Fragment,CP,China,43e2eb0b-477b-40f9-9d43-353c81299c73,,"Shuxiang Temple, Chengde",Huicheng Hall,fallen fragment thought to be from exterior beam on north facade,"Large sample of painted plaster, severly deteriorated and covered with a layer of dirt, areas of blue and green paint and raised decoration visible",1-4-I
1400,Field Sample 1400,9fefd33c-54e7-4a35-a1a4-c3035cac12fc,"See Analytical Investigation: Summary of results, Shuxiang Temple, Chengde (November 2004)",86156fa5-6c16-43f8-842c-6717c5e5a2cd,SX.HC.F02.S01,GCI/Chengde Bureau,Getty Conservation Institute,Chengde Bureau,,,Fall 2002,2002-23,Painted plaster (caihua),Cross-section,CP,China,43e2eb0b-477b-40f9-9d43-353c81299c73,,"Shuxiang Temple, Chengde",Huicheng Hall,fallen fragment thought to be from exterior beam on north facade,"Large sample of painted plaster, severly deteriorated and covered with a layer of dirt, areas of blue and green paint and raised decoration visible",1-4-I
1401,Field Sample 1401,8ce31fc1-bcf1-463e-8576-667f5b5adfb8,"See Analytical Investigation: Summary of results, Shuxiang Temple, Chengde (November 2004)",86156fa5-6c16-43f8-842c-6717c5e5a2cd,SX.HC.F02.S02,GCI/Chengde Bureau,Getty Conservation Institute,Chengde Bureau,,,Fall 2002,2002-23,Painted plaster (caihua),Fragment,CP,China,43e2eb0b-477b-40f9-9d43-353c81299c73,,"Shuxiang Temple, Chengde",Huicheng Hall,"fallen fragment thought to be from interior, southwest corner","large sample of painted plaster with green and gold, severe cupping of surface",1-4-I
1402,Field Sample 1402,62cb0769-be20-43eb-ac9b-83b27c0915cb,"See Analytical Investigation: Summary of results, Shuxiang Temple, Chengde (November 2004)",86156fa5-6c16-43f8-842c-6717c5e5a2cd,SX.HC.F02.S02,GCI/Chengde Bureau,Getty Conservation Institute,Chengde Bureau,,,Fall 2002,2002-23,Painted plaster (caihua),Cross-section,CP,China,43e2eb0b-477b-40f9-9d43-353c81299c73,,"Shuxiang Temple, Chengde",Huicheng Hall,"fallen fragment thought to be from interior, southwest corner","large sample of painted plaster with green and gold, severe cupping of surface",1-4-I
1403,Field Sample 1403,d613a09d-41bb-4ef6-8125-115f2b0fe613,"See Analytical Investigation: Summary of results, Shuxiang Temple, Chengde (November 2004)",86156fa5-6c16-43f8-842c-6717c5e5a2cd,SX.HC.F02.S03,GCI/Chengde Bureau,Getty Conservation Institute,Chengde Bureau,,,Fall 2002,2002-23,Painted plaster (caihua),Fragment,CP,China,43e2eb0b-477b-40f9-9d43-353c81299c73,,"Shuxiang Temple, Chengde",Huicheng Hall,"fallen fragment thought to be from interior beam, eastern end of norther corridor",large sample of painted plaster with many colors visible. Paint layer is cracked and cupped.,1-4-I
1404,Field Sample 1404,6523863c-7fb6-4135-9117-1e57059d4415,"See Analytical Investigation: Summary of results, Shuxiang Temple, Chengde (November 2004)",86156fa5-6c16-43f8-842c-6717c5e5a2cd,SX.HC.F02.S03,GCI/Chengde Bureau,Getty Conservation Institute,Chengde Bureau,,,Fall 2002,2002-23,Painted plaster (caihua),Cross-section,CP,China,43e2eb0b-477b-40f9-9d43-353c81299c73,,"Shuxiang Temple, Chengde",Huicheng Hall,"fallen fragment thought to be from interior beam, eastern end of norther corridor",large sample of painted plaster with many colors visible. Paint layer is cracked and cupped.,1-4-I
